"EntrezID","Symbol","Description","P value"
"1979","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2",1.25137349371585e-08
"6891","TAP2","transporter 2, ATP binding cassette subfamily B member",1.27590640275344e-08
"400506","KNOP1","lysine rich nucleolar protein 1",1.28368076168783e-08
"128989","TANGO2","transport and golgi organization 2 homolog",1.31602194697322e-08
"55668","GPATCH2L","G-patch domain containing 2 like",1.32388875417888e-08
"11064","CNTRL","centriolin",1.34281499253319e-08
"3099","HK2","hexokinase 2",1.35415251234505e-08
"54103","GSAP","gamma-secretase activating protein",1.35489133246125e-08
"2014","EMP3","epithelial membrane protein 3",1.38231083246509e-08
"4644","MYO5A","myosin VA",1.39705624846442e-08
"9826","ARHGEF11","Rho guanine nucleotide exchange factor 11",1.41586302682128e-08
"79834","PEAK1","pseudopodium enriched atypical kinase 1",1.44318889061523e-08
"5523","PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha",1.44674081603569e-08
"116988","AGAP3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",1.44697760440238e-08
"57102","C12orf4","chromosome 12 open reading frame 4",1.47263364835837e-08
"5795","PTPRJ","protein tyrosine phosphatase, receptor type J",1.47469230160624e-08
"10007","GNPDA1","glucosamine-6-phosphate deaminase 1",1.48806815758462e-08
"54964","C1orf56","chromosome 1 open reading frame 56",1.50759766892605e-08
"170954","PPP1R18","protein phosphatase 1 regulatory subunit 18",1.51864705255633e-08
"28962","OSTM1","osteopetrosis associated transmembrane protein 1",1.53608272768224e-08
"342184","FMN1","formin 1",1.54004253793971e-08
"23258","DENND5A","DENN domain containing 5A",1.54642372240943e-08
"117178","SSX2IP","SSX family member 2 interacting protein",1.5486035787049e-08
"6374","CXCL5","C-X-C motif chemokine ligand 5",1.57100521480658e-08
"254102","EHBP1L1","EH domain binding protein 1 like 1",1.60203788013291e-08
"2017","CTTN","cortactin",1.61012820854012e-08
"11214","AKAP13","A-kinase anchoring protein 13",1.62462254760243e-08
"3858","KRT10","keratin 10",1.63577297263018e-08
"54790","TET2","tet methylcytosine dioxygenase 2",1.64713429562369e-08
"78996","C7orf49","chromosome 7 open reading frame 49",1.66136689960794e-08
"79415","C17orf62","chromosome 17 open reading frame 62",1.71090651646111e-08
"5912","RAP2B","RAP2B, member of RAS oncogene family",1.71969842810427e-08
"114793","FMNL2","formin like 2",1.83370771900115e-08
"4598","MVK","mevalonate kinase",1.8668547707712e-08
"6309","SC5D","sterol-C5-desaturase",1.87253024197531e-08
"25898","RCHY1","ring finger and CHY zinc finger domain containing 1",1.87516906446916e-08
"140735","DYNLL2","dynein light chain LC8-type 2",1.89673932116108e-08
"55296","TBC1D19","TBC1 domain family member 19",1.90073063954799e-08
"10388","SYCP2","synaptonemal complex protein 2",1.90734061877862e-08
"79815","NIPAL2","NIPA like domain containing 2",1.95647142930966e-08
"55625","ZDHHC7","zinc finger DHHC-type containing 7",1.95926426194148e-08
"5293","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",1.98023175634887e-08
"5414","SEPT4","septin 4",1.98075127411101e-08
"57602","USP36","ubiquitin specific peptidase 36",1.99179603921351e-08
"353189","SLCO4C1","solute carrier organic anion transporter family member 4C1",2.01994325710331e-08
"10287","RGS19","regulator of G protein signaling 19",2.02026070317274e-08
"411","ARSB","arylsulfatase B",2.03186476532835e-08
"55320","MIS18BP1","MIS18 binding protein 1",2.06651691314619e-08
"3682","ITGAE","integrin subunit alpha E",2.07085808501262e-08
"4323","MMP14","matrix metallopeptidase 14",2.09790598226789e-08
"2876","GPX1","glutathione peroxidase 1",2.14557619448996e-08
"2633","GBP1","guanylate binding protein 1",2.23186381598239e-08
"79762","C1orf115","chromosome 1 open reading frame 115",2.24354408384642e-08
"2770","GNAI1","G protein subunit alpha i1",2.284728584101e-08
"4659","PPP1R12A","protein phosphatase 1 regulatory subunit 12A",2.31739010203569e-08
"4814","NINJ1","ninjurin 1",2.35879566989894e-08
"80301","PLEKHO2","pleckstrin homology domain containing O2",2.36751087623333e-08
"5130","PCYT1A","phosphate cytidylyltransferase 1, choline, alpha",2.40010828989057e-08
"283349","RASSF3","Ras association domain family member 3",2.42804873984426e-08
"1500","CTNND1","catenin delta 1",2.4453467806218e-08
"10554","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1",2.45743717597335e-08
"867","CBL","Cbl proto-oncogene",2.55106962221419e-08
"58480","RHOU","ras homolog family member U",2.68153661497905e-08
"25816","TNFAIP8","TNF alpha induced protein 8",2.68872346609328e-08
"26118","WSB1","WD repeat and SOCS box containing 1",2.69388803486592e-08
"203228","C9orf72","chromosome 9 open reading frame 72",2.69397899543833e-08
"83852","SETDB2","SET domain bifurcated 2",2.71437627930027e-08
"9620","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1",2.75393370330335e-08
"5782","PTPN12","protein tyrosine phosphatase, non-receptor type 12",2.76561809009479e-08
"84910","TMEM87B","transmembrane protein 87B",2.77737435272485e-08
"55819","RNF130","ring finger protein 130",2.78368603723322e-08
"55233","MOB1A","MOB kinase activator 1A",2.79107613687657e-08
"56259","CTNNBL1","catenin beta like 1",2.83764730601987e-08
"5825","ABCD3","ATP binding cassette subfamily D member 3",2.91706511168499e-08
"9093","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3",2.96866258242545e-08
"393","ARHGAP4","Rho GTPase activating protein 4",2.97477603661278e-08
"57600","FNIP2","folliculin interacting protein 2",3.00073277337276e-08
"10678","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",3.06255059090432e-08
"55700","MAP7D1","MAP7 domain containing 1",3.09474768034335e-08
"91050","CCDC149","coiled-coil domain containing 149",3.11243872896938e-08
"64858","DCLRE1B","DNA cross-link repair 1B",3.11315280221436e-08
"55357","TBC1D2","TBC1 domain family member 2",3.13302841448149e-08
"79917","MAGIX","MAGI family member, X-linked",3.13776480354022e-08
"114294","LACTB","lactamase beta",3.14503536547051e-08
"10312","TCIRG1","T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3",3.19928803449443e-08
"716","C1S","complement C1s",3.2104868097349e-08
"23179","RGL1","ral guanine nucleotide dissociation stimulator like 1",3.2127020599404e-08
"10512","SEMA3C","semaphorin 3C",3.22122748475095e-08
"7786","MAP3K12","mitogen-activated protein kinase kinase kinase 12",3.24791602501762e-08
"11309","SLCO2B1","solute carrier organic anion transporter family member 2B1",3.31987131119149e-08
"9772","TMEM94","transmembrane protein 94",3.33248670880693e-08
"7637","ZNF84","zinc finger protein 84",3.33465215440754e-08
"960","CD44","CD44 molecule (Indian blood group)",3.35179807242625e-08
"114823","LENG8","leukocyte receptor cluster member 8",3.35989585042995e-08
"140775","SMCR8","Smith-Magenis syndrome chromosome region, candidate 8",3.38568699742581e-08
"6778","STAT6","signal transducer and activator of transcription 6",3.41692267813443e-08
"334","APLP2","amyloid beta precursor like protein 2",3.45665494005942e-08
"9980","DOPEY2","dopey family member 2",3.5446583335208e-08
"10154","PLXNC1","plexin C1",3.54836144911275e-08
"26175","TMEM251","transmembrane protein 251",3.55579935495953e-08
"571","BACH1","BTB domain and CNC homolog 1",3.58412712841982e-08
"3140","MR1","major histocompatibility complex, class I-related",3.58851479642652e-08
"51571","FAM49B","family with sequence similarity 49 member B",3.59438336872131e-08
"5151","PDE8A","phosphodiesterase 8A",3.60621209560819e-08
"340706","VWA2","von Willebrand factor A domain containing 2",3.61469798537684e-08
"8459","TPST2","tyrosylprotein sulfotransferase 2",3.65714603045575e-08
"23325","WASHC4","WASH complex subunit 4",3.71921275998943e-08
"1871","E2F3","E2F transcription factor 3",3.81860369991216e-08
"6249","CLIP1","CAP-Gly domain containing linker protein 1",3.82727456393894e-08
"80262","C16orf70","chromosome 16 open reading frame 70",3.86286562736871e-08
"58191","CXCL16","C-X-C motif chemokine ligand 16",3.9493805559232e-08
"5966","REL","REL proto-oncogene, NF-kB subunit",3.97324557699363e-08
"57097","PARP11","poly(ADP-ribose) polymerase family member 11",4.00080049089979e-08
"55035","NOL8","nucleolar protein 8",4.03990584318947e-08
"8638","OASL","2'-5'-oligoadenylate synthetase like",4.0584716698433e-08
"5315","PKM","pyruvate kinase, muscle",4.06846756284551e-08
"23151","GRAMD4","GRAM domain containing 4",4.18120116307819e-08
"124936","CYB5D2","cytochrome b5 domain containing 2",4.23123225345989e-08
"3988","LIPA","lipase A, lysosomal acid type",4.26013212484477e-08
"221","ALDH3B1","aldehyde dehydrogenase 3 family member B1",4.29332580598185e-08
"140739","UBE2F","ubiquitin conjugating enzyme E2 F (putative)",4.38369195387978e-08
"84678","KDM2B","lysine demethylase 2B",4.4474578242415e-08
"166336","PRICKLE2","prickle planar cell polarity protein 2",4.46524517361269e-08
"7128","TNFAIP3","TNF alpha induced protein 3",4.50543862218211e-08
"11161","ERG28","ergosterol biosynthesis 28 homolog",4.55089792517072e-08
"64744","SMAP2","small ArfGAP2",4.57315199042796e-08
"25798","BRI3","brain protein I3",4.64639939856681e-08
"55332","DRAM1","DNA damage regulated autophagy modulator 1",4.6697870015322e-08
"4542","MYO1F","myosin IF",4.70097639704292e-08
"192670","AGO4","argonaute 4, RISC catalytic component",4.70187571099956e-08
"9990","SLC12A6","solute carrier family 12 member 6",4.70270669072903e-08
"151636","DTX3L","deltex E3 ubiquitin ligase 3L",4.72751586766407e-08
"5638","PRRG1","proline rich and Gla domain 1",4.73295200809076e-08
"64431","ACTR6","ARP6 actin related protein 6 homolog",4.74577543929655e-08
"199","AIF1","allograft inflammatory factor 1",4.78039394735674e-08
"8802","SUCLG1","succinate-CoA ligase alpha subunit",4.80360305976646e-08
"38","ACAT1","acetyl-CoA acetyltransferase 1",4.8068342417551e-08
"1368","CPM","carboxypeptidase M",4.82489759257021e-08
"81617","CAB39L","calcium binding protein 39 like",4.83353520541741e-08
"55342","STRBP","spermatid perinuclear RNA binding protein",4.95783569753883e-08
"1740","DLG2","discs large MAGUK scaffold protein 2",4.98576498975112e-08
"11094","CACFD1","calcium channel flower domain containing 1",5.00446546425337e-08
"51495","HACD3","3-hydroxyacyl-CoA dehydratase 3",5.02925898704376e-08
"26090","ABHD12","abhydrolase domain containing 12",5.03029382592501e-08
"93380","MMGT1","membrane magnesium transporter 1",5.03893468062344e-08
"683","BST1","bone marrow stromal cell antigen 1",5.05865267452776e-08
"64780","MICAL1","microtubule associated monooxygenase, calponin and LIM domain containing 1",5.07908956004499e-08
"25966","C2CD2","C2 calcium dependent domain containing 2",5.23872081270582e-08
"125228","FAM210A","family with sequence similarity 210 member A",5.29043890917791e-08
"10746","MAP3K2","mitogen-activated protein kinase kinase kinase 2",5.30292552092249e-08
"51524","TMEM138","transmembrane protein 138",5.34531993112708e-08
"7514","XPO1","exportin 1",5.34583703970526e-08
"130827","TMEM182","transmembrane protein 182",5.39921843900615e-08
"9267","CYTH1","cytohesin 1",5.4116843006824e-08
"8942","KYNU","kynureninase",5.49249108416916e-08
"22990","PCNX1","pecanex homolog 1",5.61608224369792e-08
"27242","TNFRSF21","TNF receptor superfamily member 21",5.63597789549064e-08
"282969","FUOM","fucose mutarotase",5.66707059057592e-08
"220929","ZNF438","zinc finger protein 438",5.68356541830184e-08
"143684","FAM76B","family with sequence similarity 76 member B",5.70668605703872e-08
"1512","CTSH","cathepsin H",5.79013984536303e-08
"5033","P4HA1","prolyl 4-hydroxylase subunit alpha 1",5.79895458319157e-08
"9814","SFI1","SFI1 centrin binding protein",5.8100621647128e-08
"54918","CMTM6","CKLF like MARVEL transmembrane domain containing 6",5.83077556237654e-08
"23008","KLHDC10","kelch domain containing 10",5.94554421251559e-08
"4478","MSN","moesin",5.96840414868183e-08
"27154","BRPF3","bromodomain and PHD finger containing 3",5.97130614954366e-08
"27332","ZNF638","zinc finger protein 638",6.02359264689767e-08
"220213","OTUD1","OTU deubiquitinase 1",6.03507431806705e-08
"91544","UBXN11","UBX domain protein 11",6.05440064749274e-08
"3631","INPP4A","inositol polyphosphate-4-phosphatase type I A",6.16084312454745e-08
"581","BAX","BCL2 associated X, apoptosis regulator",6.17156024063092e-08
"10096","ACTR3","ARP3 actin related protein 3 homolog",6.25237100981835e-08
"533","ATP6V0B","ATPase H+ transporting V0 subunit b",6.26323434227416e-08
"6868","ADAM17","ADAM metallopeptidase domain 17",6.27813432352298e-08
"55707","NECAP2","NECAP endocytosis associated 2",6.29480156888462e-08
"55277","FGGY","FGGY carbohydrate kinase domain containing",6.30411173263568e-08
"6035","RNASE1","ribonuclease A family member 1, pancreatic",6.35189221220855e-08
"54625","PARP14","poly(ADP-ribose) polymerase family member 14",6.48317263207687e-08
"409","ARRB2","arrestin beta 2",6.48604497888172e-08
"23515","MORC3","MORC family CW-type zinc finger 3",6.7023508520947e-08
"8837","CFLAR","CASP8 and FADD like apoptosis regulator",6.79020126792551e-08
"8416","ANXA9","annexin A9",6.79461364949674e-08
"10174","SORBS3","sorbin and SH3 domain containing 3",6.90943374737074e-08
"51660","MPC1","mitochondrial pyruvate carrier 1",6.94281241386818e-08
"55454","CSGALNACT2","chondroitin sulfate N-acetylgalactosaminyltransferase 2",6.95441829678956e-08
"57186","RALGAPA2","Ral GTPase activating protein catalytic alpha subunit 2",6.99096560641266e-08
"51084","CRYL1","crystallin lambda 1",7.03909235344469e-08
"286336","FAM78A","family with sequence similarity 78 member A",7.10612318988169e-08
"85464","SSH2","slingshot protein phosphatase 2",7.20539312659696e-08
"54978","SLC35F6","solute carrier family 35 member F6",7.24929688500353e-08
"9563","H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",7.25133572077041e-08
"326625","MMAB","methylmalonic aciduria (cobalamin deficiency) cblB type",7.28746425426863e-08
"54996","MARC2","mitochondrial amidoxime reducing component 2",7.30035965013087e-08
"55177","RMDN3","regulator of microtubule dynamics 3",7.31559699485018e-08
"55697","VAC14","Vac14, PIKFYVE complex component",7.45213438735348e-08
"9935","MAFB","MAF bZIP transcription factor B",7.55985194444975e-08
"5805","PTS","6-pyruvoyltetrahydropterin synthase",7.61090672707354e-08
"24138","IFIT5","interferon induced protein with tetratricopeptide repeats 5",7.64562583244199e-08
"55632","G2E3","G2/M-phase specific E3 ubiquitin protein ligase",7.71122620202291e-08
"637","BID","BH3 interacting domain death agonist",7.71315460390554e-08
"8764","TNFRSF14","TNF receptor superfamily member 14",7.74401798242508e-08
"54434","SSH1","slingshot protein phosphatase 1",7.75154440635362e-08
"5770","PTPN1","protein tyrosine phosphatase, non-receptor type 1",7.75557915666525e-08
"246176","GAS2L2","growth arrest specific 2 like 2",7.76033286520317e-08
"4074","M6PR","mannose-6-phosphate receptor, cation dependent",7.79712909793062e-08
"4942","OAT","ornithine aminotransferase",7.8624369792557e-08
"25981","DNAH1","dynein axonemal heavy chain 1",7.90662412208931e-08
"6737","TRIM21","tripartite motif containing 21",8.07209915576479e-08
"64072","CDH23","cadherin related 23",8.10425488939615e-08
"345757","FAM174A","family with sequence similarity 174 member A",8.13627428764008e-08
"259282","BOD1L1","biorientation of chromosomes in cell division 1 like 1",8.17567034072653e-08
"8766","RAB11A","RAB11A, member RAS oncogene family",8.17686018894648e-08
"79867","TCTN2","tectonic family member 2",8.18022634074822e-08
"79646","PANK3","pantothenate kinase 3",8.20573680115899e-08
"64087","MCCC2","methylcrotonoyl-CoA carboxylase 2",8.20704209036904e-08
"25943","C20orf194","chromosome 20 open reading frame 194",8.21739393197518e-08
"4245","MGAT1","mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",8.283528707409e-08
"58484","NLRC4","NLR family CARD domain containing 4",8.36539062465391e-08
"63979","FIGNL1","fidgetin like 1",8.39424242338183e-08
"81844","TRIM56","tripartite motif containing 56",8.39627312121394e-08
"490","ATP2B1","ATPase plasma membrane Ca2+ transporting 1",8.39801225227532e-08
"23659","PLA2G15","phospholipase A2 group XV",8.47904411127587e-08
"1820","ARID3A","AT-rich interaction domain 3A",8.48181482826504e-08
"6337","SCNN1A","sodium channel epithelial 1 alpha subunit",8.57110462604282e-08
"8544","PIR","pirin",8.60310173100842e-08
"4794","NFKBIE","NFKB inhibitor epsilon",8.60454334450367e-08
"9805","SCRN1","secernin 1",8.67164506868079e-08
"10915","TCERG1","transcription elongation regulator 1",8.69735402586613e-08
"285527","FRYL","FRY like transcription coactivator",8.69843206352527e-08
"100505783","OSER1-AS1","OSER1 antisense RNA 1 (head to head)",8.74540531103918e-08
"55647","RAB20","RAB20, member RAS oncogene family",8.75024708246741e-08
"5051","PAFAH2","platelet activating factor acetylhydrolase 2",8.80249522161591e-08
"9189","ZBED1","zinc finger BED-type containing 1",8.83764290637856e-08
"4063","LY9","lymphocyte antigen 9",8.85721236354442e-08
"2026","ENO2","enolase 2",8.91819246229275e-08
"9414","TJP2","tight junction protein 2",8.96221292734367e-08
"92912","UBE2Q2","ubiquitin conjugating enzyme E2 Q2",8.98441876451272e-08
"10019","SH2B3","SH2B adaptor protein 3",9.02506014366367e-08
"7625","ZNF74","zinc finger protein 74",9.03716936839771e-08
"64236","PDLIM2","PDZ and LIM domain 2",9.07537276439996e-08
"23129","PLXND1","plexin D1",9.12072393166596e-08
"113452","TMEM54","transmembrane protein 54",9.13999800289389e-08
"54982","CLN6","CLN6, transmembrane ER protein",9.23340699454656e-08
"9611","NCOR1","nuclear receptor corepressor 1",9.34213932879402e-08
"1445","CSK","C-terminal Src kinase",9.38789436188969e-08
"23243","ANKRD28","ankyrin repeat domain 28",9.44247500189732e-08
"65005","MRPL9","mitochondrial ribosomal protein L9",9.47144539464873e-08
"3936","LCP1","lymphocyte cytosolic protein 1",9.56561880816054e-08
"5067","CNTN3","contactin 3",9.66123931966933e-08
"23162","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3",9.66438673533077e-08
"64420","SUSD1","sushi domain containing 1",9.73368096124361e-08
"84875","PARP10","poly(ADP-ribose) polymerase family member 10",9.82166344920543e-08
"26292","MYCBP","MYC binding protein",9.92074833394696e-08
"58495","OVOL2","ovo like zinc finger 2",9.95953705063002e-08
"1845","DUSP3","dual specificity phosphatase 3",1.0226451452322e-07
"80344","DCAF11","DDB1 and CUL4 associated factor 11",1.02304135607412e-07
"10114","HIPK3","homeodomain interacting protein kinase 3",1.02383603373113e-07
"9765","ZFYVE16","zinc finger FYVE-type containing 16",1.03205253232375e-07
"387921","NHLRC3","NHL repeat containing 3",1.03462730605131e-07
"65997","RASL11B","RAS like family 11 member B",1.03981861121483e-07
"9060","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2",1.04180531534936e-07
"5096","PCCB","propionyl-CoA carboxylase beta subunit",1.04203311090956e-07
"1495","CTNNA1","catenin alpha 1",1.05113255766121e-07
"8531","YBX3","Y-box binding protein 3",1.05133212247033e-07
"80347","COASY","Coenzyme A synthase",1.05975264119706e-07
"6773","STAT2","signal transducer and activator of transcription 2",1.07480071287469e-07
"5364","PLXNB1","plexin B1",1.08496949868808e-07
"60488","MRPS35","mitochondrial ribosomal protein S35",1.09609413323497e-07
"8754","ADAM9","ADAM metallopeptidase domain 9",1.10063297809049e-07
"2537","IFI6","interferon alpha inducible protein 6",1.1085341244943e-07
"5603","MAPK13","mitogen-activated protein kinase 13",1.11095508570358e-07
"10482","NXF1","nuclear RNA export factor 1",1.1154274703884e-07
"6310","ATXN1","ataxin 1",1.11575518157991e-07
"9498","SLC4A8","solute carrier family 4 member 8",1.13088565178998e-07
"10367","MICU1","mitochondrial calcium uptake 1",1.13275760549314e-07
"8440","NCK2","NCK adaptor protein 2",1.14178557719669e-07
"57570","TRMT5","tRNA methyltransferase 5",1.14335946710398e-07
"23636","NUP62","nucleoporin 62",1.14474927759289e-07
"5621","PRNP","prion protein",1.17396751653231e-07
"222166","MTURN","maturin, neural progenitor differentiation regulator homolog",1.18811157356902e-07
"79626","TNFAIP8L2","TNF alpha induced protein 8 like 2",1.19868044379245e-07
"5464","PPA1","pyrophosphatase (inorganic) 1",1.20219696420065e-07
