"EntrezID","Symbol","Description","P value"
"10768","AHCYL1","adenosylhomocysteinase like 1",2.24334002618676e-06
"25776","CBY1","chibby family member 1, beta catenin antagonist",2.24951678706731e-06
"23070","CMTR1","cap methyltransferase 1",2.25594408642671e-06
"9267","CYTH1","cytohesin 1",2.26186905172288e-06
"285972","LINC00996","long intergenic non-protein coding RNA 996",2.26929497748607e-06
"106614088","MIR34AHG","MIR34A host gene",2.27849836309524e-06
"7456","WIPF1","WAS/WASL interacting protein family member 1",2.30172615400814e-06
"28962","OSTM1","osteopetrosis associated transmembrane protein 1",2.32789745868711e-06
"122970","ACOT4","acyl-CoA thioesterase 4",2.32937352606655e-06
"3676","ITGA4","integrin subunit alpha 4",2.33108280900396e-06
"57007","ACKR3","atypical chemokine receptor 3",2.34635711349185e-06
"9563","H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",2.39223705689184e-06
"339192","AC008105.3","NULL",2.41065656481076e-06
"1774","DNASE1L1","deoxyribonuclease 1 like 1",2.41941417444824e-06
"9270","ITGB1BP1","integrin subunit beta 1 binding protein 1",2.42318109067163e-06
"90799","CEP95","centrosomal protein 95",2.42383007154068e-06
"83440","ADPGK","ADP dependent glucokinase",2.43001903488249e-06
"6261","RYR1","ryanodine receptor 1",2.43427143353792e-06
"81631","MAP1LC3B","microtubule associated protein 1 light chain 3 beta",2.48156150095546e-06
"4067","LYN","LYN proto-oncogene, Src family tyrosine kinase",2.48512366973763e-06
"93380","MMGT1","membrane magnesium transporter 1",2.49070177660293e-06
"6868","ADAM17","ADAM metallopeptidase domain 17",2.4958111590756e-06
"23430","TPSD1","tryptase delta 1",2.50321852390822e-06
"84890","ADO","2-aminoethanethiol dioxygenase",2.50974402415949e-06
"407975","MIR17HG","miR-17-92a-1 cluster host gene",2.51272076789988e-06
"526","ATP6V1B2","ATPase H+ transporting V1 subunit B2",2.51342230295215e-06
"27333","GOLIM4","golgi integral membrane protein 4",2.52524911537044e-06
"133686","NADK2","NAD kinase 2, mitochondrial",2.55455075548472e-06
"121260","SLC15A4","solute carrier family 15 member 4",2.59574793148865e-06
"105370683","LINC00677","long intergenic non-protein coding RNA 677",2.60640503180198e-06
"57107","PDSS2","decaprenyl diphosphate synthase subunit 2",2.61463731665579e-06
"55170","PRMT6","protein arginine methyltransferase 6",2.62771316039689e-06
"81669","CCNL2","cyclin L2",2.63052770899108e-06
"5880","RAC2","ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)",2.63163146685397e-06
"55625","ZDHHC7","zinc finger DHHC-type containing 7",2.64278044437294e-06
"10482","NXF1","nuclear RNA export factor 1",2.66167287232832e-06
"114823","LENG8","leukocyte receptor cluster member 8",2.71410259411464e-06
"23527","ACAP2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",2.77442162266439e-06
"5476","CTSA","cathepsin A",2.80370206540148e-06
"50807","ASAP1","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",2.85014354162172e-06
"5295","PIK3R1","phosphoinositide-3-kinase regulatory subunit 1",2.8790652302213e-06
"348094","ANKDD1A","ankyrin repeat and death domain containing 1A",2.88735024644993e-06
"64423","INF2","inverted formin, FH2 and WH2 domain containing",2.91674714358869e-06
"677","ZFP36L1","ZFP36 ring finger protein like 1",2.95081422518884e-06
"84678","KDM2B","lysine demethylase 2B",3.02001659180373e-06
"54708","MARCH5","membrane associated ring-CH-type finger 5",3.04330576450518e-06
"55559","HAUS7","HAUS augmin like complex subunit 7",3.06682011486092e-06
"8531","YBX3","Y-box binding protein 3",3.08562940365409e-06
"266747","RGL4","ral guanine nucleotide dissociation stimulator like 4",3.09781980645241e-06
"83852","SETDB2","SET domain bifurcated 2",3.09869511594396e-06
"7265","TTC1","tetratricopeptide repeat domain 1",3.11277335995896e-06
"254102","EHBP1L1","EH domain binding protein 1 like 1",3.1533122872851e-06
"9489","PGS1","phosphatidylglycerophosphate synthase 1",3.155412118927e-06
"10096","ACTR3","ARP3 actin related protein 3 homolog",3.18303470181469e-06
"219931","TPCN2","two pore segment channel 2",3.19949246629925e-06
"117289","TAGAP","T-cell activation RhoGTPase activating protein",3.22036011690674e-06
"57514","ARHGAP31","Rho GTPase activating protein 31",3.27785527765023e-06
"9189","ZBED1","zinc finger BED-type containing 1",3.32047106132993e-06
"6789","STK4","serine/threonine kinase 4",3.34305798899148e-06
"307","ANXA4","annexin A4",3.37532184069289e-06
"26762","HAVCR1","hepatitis A virus cellular receptor 1",3.3794986996627e-06
"11326","VSIG4","V-set and immunoglobulin domain containing 4",3.39010616046131e-06
"3843","IPO5","importin 5",3.39317532160877e-06
"91544","UBXN11","UBX domain protein 11",3.40833913980987e-06
"23031","MAST3","microtubule associated serine/threonine kinase 3",3.41984616225588e-06
"989","SEPT7","septin 7",3.43062187679877e-06
"1955","MEGF9","multiple EGF like domains 9",3.43543096748e-06
"143689","PIWIL4","piwi like RNA-mediated gene silencing 4",3.46643158066762e-06
"92597","MOB1B","MOB kinase activator 1B",3.4702555127275e-06
"8837","CFLAR","CASP8 and FADD like apoptosis regulator",3.47231890329702e-06
"10087","COL4A3BP","collagen type IV alpha 3 binding protein",3.50051331199364e-06
"64745","METTL17","methyltransferase like 17",3.54013651637786e-06
"6003","RGS13","regulator of G protein signaling 13",3.5928319082057e-06
"7037","TFRC","transferrin receptor",3.63271625003492e-06
"7791","ZYX","zyxin",3.66414379660007e-06
"55700","MAP7D1","MAP7 domain containing 1",3.71228201423435e-06
"57103","TIGAR","TP53 induced glycolysis regulatory phosphatase",3.72590315289578e-06
"1739","DLG1","discs large MAGUK scaffold protein 1",3.73432944145158e-06
"2239","GPC4","glypican 4",3.73663874586594e-06
"26088","GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1",3.78855827620761e-06
"5359","PLSCR1","phospholipid scramblase 1",3.80228365615132e-06
"55278","QRSL1","glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1",3.83808358628279e-06
"3603","IL16","interleukin 16",3.88857589994629e-06
"5025","P2RX4","purinergic receptor P2X 4",3.90208449374541e-06
"1196","CLK2","CDC like kinase 2",3.90966122099101e-06
"79690","GAL3ST4","galactose-3-O-sulfotransferase 4",3.91667871979529e-06
"653786","AC106788.1","NULL",3.95720722856652e-06
"151742","PPM1L","protein phosphatase, Mg2+/Mn2+ dependent 1L",3.99816001239728e-06
"10495","ENOX2","ecto-NOX disulfide-thiol exchanger 2",4.04348847826697e-06
"51652","CHMP3","charged multivesicular body protein 3",4.08541038776633e-06
"8894","EIF2S2","eukaryotic translation initiation factor 2 subunit beta",4.10320541655018e-06
"3712","IVD","isovaleryl-CoA dehydrogenase",4.12795351500961e-06
"25956","SEC31B","SEC31 homolog B, COPII coat complex component",4.13450474456845e-06
"388512","CLEC17A","C-type lectin domain containing 17A",4.14922269942331e-06
"57576","KIF17","kinesin family member 17",4.17146627551546e-06
"374872","C19orf35","chromosome 19 open reading frame 35",4.17636677574329e-06
"6018","RLF","rearranged L-myc fusion",4.18068907515057e-06
"83464","APH1B","aph-1 homolog B, gamma-secretase subunit",4.20657596633678e-06
"4354","MPP1","membrane palmitoylated protein 1",4.25627158251451e-06
"141","ADPRH","ADP-ribosylarginine hydrolase",4.26765621464043e-06
"26986","PABPC1","poly(A) binding protein cytoplasmic 1",4.30941631823778e-06
"6777","STAT5B","signal transducer and activator of transcription 5B",4.33645288011597e-06
"57099","AVEN","apoptosis and caspase activation inhibitor",4.36799729586212e-06
"64926","RASAL3","RAS protein activator like 3",4.3887920839758e-06
"9859","CEP170","centrosomal protein 170",4.39194623402805e-06
"2664","GDI1","GDP dissociation inhibitor 1",4.41412107354822e-06
"6310","ATXN1","ataxin 1",4.44157555024027e-06
"107986453","AC114296.1","NULL",4.45693482653553e-06
"55207","ARL8B","ADP ribosylation factor like GTPase 8B",4.46237654239123e-06
"158056","MAMDC4","MAM domain containing 4",4.48347032855345e-06
"9798","IST1","IST1, ESCRT-III associated factor",4.49251738987577e-06
"80325","ABTB1","ankyrin repeat and BTB domain containing 1",4.52361576319671e-06
"5151","PDE8A","phosphodiesterase 8A",4.55045218117345e-06
"6948","TCN2","transcobalamin 2",4.56045086294488e-06
"57519","STARD9","StAR related lipid transfer domain containing 9",4.57653831698046e-06
"25939","SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1",4.59265729313429e-06
"10437","IFI30","IFI30, lysosomal thiol reductase",4.61495205739126e-06
"5339","PLEC","plectin",4.61844542887224e-06
"146705","TEPSIN","TEPSIN, adaptor related protein complex 4 accessory protein",4.61892414904685e-06
"23102","TBC1D2B","TBC1 domain family member 2B",4.62720620231227e-06
"285282","RABL3","RAB, member of RAS oncogene family like 3",4.63114423432387e-06
"160365","CLECL1","C-type lectin like 1",4.66444430280433e-06
"51809","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7",4.67440743534553e-06
"8028","MLLT10","MLLT10, histone lysine methyltransferase DOT1L cofactor",4.67511636614848e-06
"50862","RNF141","ring finger protein 141",4.68091019256711e-06
"55814","BDP1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",4.6816106011871e-06
"9840","TESPA1","thymocyte expressed, positive selection associated 1",4.69681144177336e-06
"53346","TM6SF1","transmembrane 6 superfamily member 1",4.72130374240542e-06
"6282","S100A11","S100 calcium binding protein A11",4.75087380547023e-06
"3958","LGALS3","galectin 3",4.78601669040568e-06
"7597","ZBTB25","zinc finger and BTB domain containing 25",4.79675115261369e-06
"147138","TMC8","transmembrane channel like 8",4.80427168114694e-06
"6876","TAGLN","transgelin",4.87161248408086e-06
"1326","MAP3K8","mitogen-activated protein kinase kinase kinase 8",4.91715236838886e-06
"8540","AGPS","alkylglycerone phosphate synthase",5.00153317906094e-06
"79415","C17orf62","chromosome 17 open reading frame 62",5.08286992872975e-06
"177","AGER","advanced glycosylation end-product specific receptor",5.08830345635758e-06
"10491","CRTAP","cartilage associated protein",5.10286268073923e-06
"653653","AC025048.6","NULL",5.1131087468459e-06
"347744","C6orf52","chromosome 6 open reading frame 52",5.12017055154246e-06
"10379","IRF9","interferon regulatory factor 9",5.14872439516534e-06
"94056","SYAP1","synapse associated protein 1",5.16197144739827e-06
"10695","CNPY3","canopy FGF signaling regulator 3",5.17022068791118e-06
"9263","STK17A","serine/threonine kinase 17a",5.18812827787762e-06
"11236","RNF139","ring finger protein 139",5.21973180789281e-06
"2683","B4GALT1","beta-1,4-galactosyltransferase 1",5.25492366854063e-06
"84206","MEX3B","mex-3 RNA binding family member B",5.29831073126097e-06
"79651","RHBDF2","rhomboid 5 homolog 2",5.29858139386441e-06
"7920","ABHD16A","abhydrolase domain containing 16A",5.30825032640792e-06
"55640","FLVCR2","feline leukemia virus subgroup C cellular receptor family member 2",5.37929992183717e-06
"7391","USF1","upstream transcription factor 1",5.3834277204956e-06
"10062","NR1H3","nuclear receptor subfamily 1 group H member 3",5.4049118820565e-06
"195827","AAED1","AhpC/TSA antioxidant enzyme domain containing 1",5.50103972818405e-06
"114294","LACTB","lactamase beta",5.50316568448395e-06
"1185","CLCN6","chloride voltage-gated channel 6",5.50947025801385e-06
"85464","SSH2","slingshot protein phosphatase 2",5.51471077692156e-06
"256364","EML3","echinoderm microtubule associated protein like 3",5.52298480616109e-06
"653464","SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C",5.57550455959621e-06
"151636","DTX3L","deltex E3 ubiquitin ligase 3L",5.64036238426269e-06
"10666","CD226","CD226 molecule",5.65068826274828e-06
"8895","CPNE3","copine 3",5.67539900098168e-06
"3356","HTR2A","5-hydroxytryptamine receptor 2A",5.74253637153355e-06
"3988","LIPA","lipase A, lysosomal acid type",5.75161528659773e-06
"84869","CBR4","carbonyl reductase 4",5.76485022341089e-06
"5209","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",5.76728893753042e-06
"5096","PCCB","propionyl-CoA carboxylase beta subunit",5.875185411508e-06
"9260","PDLIM7","PDZ and LIM domain 7",5.90611023087995e-06
"51621","KLF13","Kruppel like factor 13",5.97653707157253e-06
"79709","COLGALT1","collagen beta(1-O)galactosyltransferase 1",6.03260635678726e-06
"50618","ITSN2","intersectin 2",6.13268721361138e-06
"9061","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1",6.15351903410222e-06
"388165","UBE2Q2P1","ubiquitin conjugating enzyme E2 Q2 pseudogene 1",6.1622196781963e-06
"79780","CCDC82","coiled-coil domain containing 82",6.18208998504066e-06
"4999","ORC2","origin recognition complex subunit 2",6.19467873053114e-06
"2245","FGD1","FYVE, RhoGEF and PH domain containing 1",6.22188475385421e-06
"26090","ABHD12","abhydrolase domain containing 12",6.24355123535203e-06
"55915","LANCL2","LanC like 2",6.2564018031841e-06
"28998","MRPL13","mitochondrial ribosomal protein L13",6.25823650990398e-06
"5128","CDK17","cyclin dependent kinase 17",6.31394437999866e-06
"55707","NECAP2","NECAP endocytosis associated 2",6.3371741274576e-06
"140766","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14",6.3657954647578e-06
"80230","RUFY1","RUN and FYVE domain containing 1",6.36724574076819e-06
"10223","GPA33","glycoprotein A33",6.39478001707161e-06
"10477","UBE2E3","ubiquitin conjugating enzyme E2 E3",6.45087717598969e-06
"56254","RNF20","ring finger protein 20",6.45682133693093e-06
"57590","WDFY1","WD repeat and FYVE domain containing 1",6.4833219078908e-06
"8767","RIPK2","receptor interacting serine/threonine kinase 2",6.53377012249656e-06
"23531","MMD","monocyte to macrophage differentiation associated",6.60044072531285e-06
"272","AMPD3","adenosine monophosphate deaminase 3",6.68437517969966e-06
"146183","OTOA","otoancorin",6.69046613910318e-06
"64333","ARHGAP9","Rho GTPase activating protein 9",6.73288445407483e-06
"80347","COASY","Coenzyme A synthase",6.74402409006625e-06
"2857","GPR34","G protein-coupled receptor 34",6.8620445674572e-06
"7006","TEC","tec protein tyrosine kinase",6.8763586564824e-06
"11221","DUSP10","dual specificity phosphatase 10",6.91683561271361e-06
"2099","ESR1","estrogen receptor 1",6.91734406887967e-06
"5244","ABCB4","ATP binding cassette subfamily B member 4",6.93463414602746e-06
"1318","SLC31A2","solute carrier family 31 member 2",6.94237282627963e-06
"3487","IGFBP4","insulin like growth factor binding protein 4",6.96011241452243e-06
"8459","TPST2","tyrosylprotein sulfotransferase 2",6.98443448077235e-06
"9985","REC8","REC8 meiotic recombination protein",7.0208586984144e-06
"114882","OSBPL8","oxysterol binding protein like 8",7.02492631021734e-06
"3606","IL18","interleukin 18",7.04877212431843e-06
"9314","KLF4","Kruppel like factor 4",7.06751162549146e-06
"79712","GTDC1","glycosyltransferase like domain containing 1",7.07491090168322e-06
"639","PRDM1","PR/SET domain 1",7.10939439341196e-06
"51571","FAM49B","family with sequence similarity 49 member B",7.12947771952521e-06
"7248","TSC1","tuberous sclerosis 1",7.16944356216054e-06
"9826","ARHGEF11","Rho guanine nucleotide exchange factor 11",7.17418455198349e-06
"10463","SLC30A9","solute carrier family 30 member 9",7.18114924791458e-06
"200894","ARL13B","ADP ribosylation factor like GTPase 13B",7.21436260420205e-06
"2217","FCGRT","Fc fragment of IgG receptor and transporter",7.2207678003533e-06
"3718","JAK3","Janus kinase 3",7.24671095508889e-06
"284958","NT5DC4","5'-nucleotidase domain containing 4",7.26103771520048e-06
"79630","C1orf54","chromosome 1 open reading frame 54",7.26976945553126e-06
"57000","GSN-AS1","GSN antisense RNA 1",7.28988481113468e-06
"51665","ASB1","ankyrin repeat and SOCS box containing 1",7.36139454637907e-06
"10006","ABI1","abl interactor 1",7.37866625089012e-06
"100303491","ZEB2-AS1","ZEB2 antisense RNA 1",7.40238873342403e-06
"3682","ITGAE","integrin subunit alpha E",7.42874595349718e-06
"6277","S100A6","S100 calcium binding protein A6",7.45619629038963e-06
"256356","GK5","glycerol kinase 5 (putative)",7.46743655821724e-06
"55785","FGD6","FYVE, RhoGEF and PH domain containing 6",7.5099422520708e-06
"25927","CNRIP1","cannabinoid receptor interacting protein 1",7.58225743124896e-06
"900","CCNG1","cyclin G1",7.58684562018885e-06
"5271","SERPINB8","serpin family B member 8",7.59342196077206e-06
"203328","SUSD3","sushi domain containing 3",7.78753584484981e-06
