"GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term","Genes"
"GO:0031098",4.59737127644405e-05,2.65891956971825,24.5675991975033,41,69,"stress-activated protein kinase signaling cascade","SH2D3A, TRIB1, COPS5, KAT7, ATF2, CRKL, CRYAB, MAPK14, CDC42EP5, DAXX, EGFR, PHLPP1, MAGI3, GPS1, IKBKB, IRAK1, RHOA, LGALS9, NBR1, CCDC88C, NFKB1, PRDX1, IRAK4, MAP3K20, ULK4, STRADB, MAPK3, MAPK8, MAPK9, MAPK10, MAPK13, MAP2K1, MAP2K2, MAP2K3, MAP2K6, PTGER4, RAP2A, ZFP36L1, MAP3K12, MAP4K3, MAPKAPK2"
"GO:0072384",0.00136849408495159,2.65841507083917,14.9820756804603,25,42,"organelle transport along microtubule","HDAC6, LRPPRC, BORCS7, COPG1, SYNE2, AGTPBP1, BICD2, HIF1A, HSBP1, LAMP1, MAP1B, MAPT, OPA1, ARMCX3, PEX14, MAP1S, SYBU, MREG, ACTR10, ARHGAP21, RAB6A, BORCS8, UXT, WASF1, CDC42"
"GO:0007040",1.79124551858477e-06,2.62442313688806,35.0011588764417,58,98,"lysosome organization","ATP6AP2, TCIRG1, LYST, TPP1, CLN3, CLN5, TMEM199, PIKFYVE, CLN8, TPCN2, ZFYVE26, MTOR, TMEM9, GAA, MFSD8, VPS33B, GBA1, CHMP2A, GRN, HOOK2, HEXA, HEXB, HPS1, ARSB, RNASEK, NAGLU, P2RX7, NAGPA, HOOK1, CHMP5, ATP6V1H, CHMP3, ATP6V1A, ACP2, ATP6V0B, ATP6V0A1, ATP6AP1, CLN6, LAMTOR1, ARL8B, LAPTM4B, PPT1, VPS35, TMEM165, CHMP1B, VPS18, AKTIP, VPS33A, LAPTM5, RAB7A, TFEB, ZKSCAN3, RAB34, CCDC115, HPS4, SYT7, CHMP4C, ATP6V1F"
"GO:0006399",0.000597561285613337,2.59102322661645,18.1591768631813,30,51,"tRNA metabolic process","FARSB, WARS2, DTD2, GTF3C6, TARS3, EARS2, EPRS1, FARSA, HARS2, PARS2, GTF3C2, HARS1, IARS1, YARS2, LARS1, GATB, POLR2L, DARS2, QRSL1, IARS2, RARS2, LRRC47, QARS1, RARS1, TARS1, WARS1, CARS2, TARS2, CARS1, YARS1"
"GO:0034620",2.82601447290999e-06,2.56019226235293,35.3583135588544,58,99,"cellular response to unfolded protein","BCL2L11, OPTN, PIGBOS1, STUB1, ABCA7, RACK1, CREB3, AGR2, OS9, TMED2, COPS5, ATF6B, CTH, DAB2IP, DAXX, DDIT3, BHLHA15, EIF2S1, EP300, ATF6, UFL1, ABCB10, PPP1R15A, TBL2, AMFR, SERP1, ERO1A, HSF1, HSPA1A, HSPA1B, HSPA1L, HSPA8, ATF3, ATF4, NCK1, NFE2L2, PRKN, HSPA14, BFAR, TM7SF3, PIK3R1, TMEM33, YOD1, EIF2AK2, PTPN1, PTPN2, BAK1, BAX, CREBZF, HERPUD2, CREB3L2, BOK, HSPA13, VCP, WFS1, XBP1, NCK2, VAPB"
"GO:0030838",0.000592872791069248,2.54362676603012,18.9291981678715,31,53,"positive regulation of actin filament polymerization","ARPC2, CDC42EP2, BAIAP2, CDC42EP3, NCKAP1, CDC42EP1, CDC42EP5, DLG1, CTTN, PTK2B, CDC42EP4, ALOX15, MTOR, RICTOR, WASHC2C, BIN1, GRB2, PYCARD, FMN1, RHOA, NCK1, SNX9, EVL, PFN1, PFN2, CARMIL1, PRKCE, BAIAP2L1, MLST8, VASP, NCK2"
"GO:0090148",0.0022124706403289,2.50568739982421,15.3576513437448,25,43,"membrane fission","EXOC5, SNF8, MIEF2, EXOC8, VPS37D, TMCC1, CORO1C, VPS4A, CHMP2A, VPS36, SH3GLB1, VPS28, UBAP1, CHMP5, CHMP3, VPS37C, EXOC1, EXOC2, CHMP1B, TSG101, VPS37B, VPS25, SLC25A46, CHMP4C, MVB12A"
"GO:0010508",0.000125195215647757,2.49989210651245,24.5931508367505,40,69,"positive regulation of autophagy","BCL2L11, TRIM38, KAT5, NPRL2, PLK2, PIM2, MID2, PARK7, PLK3, TICAM1, FLCN, TRIM65, ENDOG, DHRSX, RNF152, ATF6, TRIM32, FOXO1, FOXO3, UFL1, SH3BP4, FBXO7, SVIP, PRKN, CDK16, PIK3C2A, PIK3CB, ATG16L1, TRIM68, PRKD1, BAD, TRIM27, ROCK1, TRIM21, TFEB, ZC3H12A, NPRL3, TRIM5, MTDH, ATG13"
"GO:0006278",0.000131780119394847,2.49185108938068,24.6436730864743,40,69,"RNA-templated DNA biosynthetic process","CCT7, CCT4, CCT2, CCT8, PNKP, NEK7, CTNNB1, DCP2, SMG5, POT1, FBXO4, TINF2, HNRNPA1, HSP90AA1, HSP90AB1, MAP3K4, MRE11, EXOSC10, GAR1, XRN1, ATR, NOP10, NHP2, PKIB, PRKCQ, MAPK3, RFC1, RPA1, TENT4B, ACD, SRC, TCP1, TEP1, TERF1, CCT3, XRCC5, HMBOX1, STN1, CTC1, MAPKAPK5"
"GO:0051017",0.000936950532728766,2.4724852281626,18.5178194737426,30,52,"actin filament bundle assembly","BAIAP2, SORBS1, DPYSL3, AIF1, DMTN, EPS8, PTK2B, FAM171A1, KCTD13, RHOD, ITGB5, LCP1, MARCKS, NEDD9, LIMA1, PLS1, BAIAP2L1, SPIRE1, CORO1B, MICAL1, FSCN1, SRC, TNFAIP1, EZR, ZYX, CALD1, AIF1L, SPIRE2, CUL3, FHDC1"
"GO:0034605",0.00203489355007212,2.47127997121455,16.0621961997349,26,45,"cellular response to heat","PDCD6, STUB1, DAXX, EIF2S1, FGF1, HDAC2, HMOX1, HSBP1, HSPA1A, HSPA1B, HSP90AA1, HSP90AB1, IRAK1, LYN, ATXN3, POLR2D, PRKACA, RBBP7, ST8SIA1, STAC, THBS1, TPR, SUMO1, VCP, YWHAE, CLPB"
"GO:0016578",0.00205524185161824,2.46893218152424,16.0719607085702,26,45,"histone deubiquitination","TADA3, USP16, SGF29, MYSM1, TADA1, USP51, ASXL1, USP22, USP49, KAT2A, USP21, TAF5L, UIMC1, SUPT20H, ATXN7L3, USP36, BARD1, ATXN7, TAF5, TAF7, TAF10, BRCC3, BAP1, SF3B5, SART3, USP3"
"GO:0043620",0.00205524185161824,2.46893218152424,16.0719607085702,26,45,"regulation of DNA-templated transcription in response to stress","KLF2, CITED2, CEBPB, RGS14, ATF6B, DDIT3, ATF6, SIN3A, HIF1A, HMOX1, RBPJ, ARNT, MUC1, ATF3, ATF4, NCK1, NFE2L2, INO80, IMPACT, HIF1AN, MAPK7, RELA, RPS6KA1, VEGFA, VHL, NCK2"
"GO:0062208",0.00205524185161824,2.46893218152424,16.0719607085702,26,45,"positive regulation of pattern recognition receptor signaling pathway","NR1H3, FLOT1, TIRAP, SLC15A4, CYBA, DDX3X, F2RL1, PUM2, ZDHHC5, ANKRD17, HSPA1A, HSPA1B, LTF, NINJ1, SLC15A3, DDX60, RTN4, PELI1, WDFY1, TLR1, TLR2, TLR4, DHX58, ZCCHC3, MFHAS1, CD14"
"GO:0001843",1.46472840429864e-05,2.45796733255839,32.8582307819657,53,92,"neural tube closure","CITED2, DLC1, DEAF1, SPINT2, TMED2, GLMN, PRICKLE1, DVL1, DVL2, CLUAP1, COBL, FOLR1, SCRIB, CDK20, PLXNB2, HECTD1, IFT172, KAT2A, NPHP3, SETD2, APAF1, LRP2, MTHFD1, OPA1, SUFU, PFN1, IFT57, PRKACA, PRKACB, IFT122, RGMA, VANGL2, PTCH1, PTK7, CC2D2A, SHROOM3, GRHL3, RALA, RPS7, SFRP1, STIL, SKI, PHACTR4, SPINT1, TRAF6, TSC1, TSC2, VASP, FZD3, GRHL2, FZD6, TEAD2, CELSR1"
"GO:0007173",0.00183497864144608,2.44445224719101,16.7485325063684,27,47,"epidermal growth factor receptor signaling pathway","ERBB2, AKT1, PTK2B, EFEMP1, IFI6, GRB2, PLCE1, PIGR, PIK3C2A, PIK3CA, PLCG1, KIF16B, ERBIN, PTK2, PTPN11, PTPN12, CEACAM1, RHBDF1, SHC1, GAREM1, SOX9, SRC, BRAF, RHBDF2, NCK2, MVB12B, MVB12A"
"GO:0006900",0.000199453157699015,2.41058365758755,24.9875766108995,40,70,"vesicle budding from membrane","PDCD6, PREB, AP3S2, TFG, SEC23B, SEC24A, AP3M2, AP2M1, TBC1D20, CSNK1D, SEC31A, TRAPPC3, VPS4A, ANXA2, MIA3, P2RX7, PRKN, TRAPPC12, SAR1B, CHMP5, TRAPPC2L, FNBP1L, PEF1, PPP6C, SAR1A, RAB1A, KLHL12, S100A10, SEC13, TRAPPC2, TRAPPC10, RAB7A, TRAPPC9, CUL3, AP3D1, WASL, SEC16B, VAPB, CHMP4C, SEC24D"
"GO:1903578",0.000187498748360302,2.389323889828,25.7151371337123,41,72,"regulation of ATP metabolic process","SLC2A6, ATPSCKMT, PARP1, PRXL2C, FLCN, EP300, AK4, FBP1, MTOR, ZBTB20, GPD1, GIT1, HIF1A, JMJD8, APP, INSR, ARNT, COX2, NDUFC2, P2RX7, FIS1, PRKAG2, SIRT6, PGAM1, PPARA, PRKAA2, PRKAG1, PSEN1, TIGAR, RPTOR, MLST8, PINK1, STAT3, TAFAZZIN, TSPO, TMSB4X, VCP, DNAJC30, ATP5IF1, NCOR1, HDAC4"
"GO:0043124",0.00163209078267063,2.37878317553935,18.2148888030462,29,51,"negative regulation of I-kappaB kinase/NF-kappaB signaling","TANK, OPTN, TNIP1, ZMYND11, DAB2IP, ESR1, CARD8, MAPKBP1, SIRT1, CCDC22, PYCARD, GSTP1, HDAC1, RHOA, PER1, PPM1A, PPM1B, TRIM39, OTUD7B, CACTIN, RORA, STAT1, TLE1, TNFAIP3, NLRX1, ZC3H12A, CARD19, RIPK1, NR1D1"
"GO:0070303",0.00163209078267063,2.37878317553935,18.2148888030462,29,51,"negative regulation of stress-activated protein kinase signaling cascade","HIPK3, ZMYND11, DUSP10, SIRPA, DUSP19, SH3RF2, CYLD, ZNF675, DLG1, DUSP1, DUSP3, MECOM, F2RL1, FOXO1, PDCD4, GSTP1, PRMT1, IGBP1, MEN1, PRKN, TAOK3, PER1, PPIA, QARS1, SFRP1, PINK1, EZR, HDAC3, NCOR1"
"GO:0032206",0.000355489557069698,2.36652267587064,23.9293637216489,38,67,"positive regulation of telomere maintenance","CCT7, CCT4, CCT2, CCT8, RUVBL2, PNKP, NEK7, CTNNB1, ERCC1, POT1, FBXO4, TINF2, GNL3, INO80E, TFPT, HNRNPA1, HNRNPD, MAP3K4, MRE11, NBN, UCHL5, SIRT6, PML, ATR, ATRX, INO80, PPP1R10, PKIB, PRKCQ, MAPK3, ACD, TCP1, TERF1, CCT3, XRCC5, YY1, HMBOX1, MAPKAPK5"
"GO:0033866",0.000730096871483778,2.36087413673621,21.4292809447602,34,60,"nucleoside bisphosphate biosynthetic process","SLC26A1, ACOT7, DLAT, ACSL1, ACSL4, MLYCD, MPC2, GCDH, ACACA, ACACB, ACAT1, ACLY, SLC35B3, PDHA1, PDHB, PDK2, PDK3, PDK4, ACSL5, PANK4, PPT1, ACSS2, PPCDC, ELOVL1, SLC25A1, PANK3, DCAKD, PANK2, SLC25A16, PDHX, PAPSS2, PAPSS1, PPT2, TECR"
"GO:0048002",0.000730096871483778,2.36087413673621,21.4292809447602,34,60,"antigen processing and presentation of peptide antigen","CTSD, CTSL, CTSS, PIKFYVE, ABCB9, PYCARD, HLA-A, HLA-B, HLA-C, HLA-DMB, HLA-DOA, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-E, HLA-F, HLA-G, MR1, IDE, IKBKB, SAR1B, ERAP1, MFSD6, TAPBPL, AZGP1, LGMN, TAP1, TAP2, TAPBP, TRAF6"
"GO:0046031",3.60971490633535e-05,2.35073208722741,32.8582307819657,52,92,"ADP metabolic process","SLC2A6, PRXL2C, FLCN, ENO2, ENO3, AK1, EP300, AK4, FBP1, AK9, ALDOA, ALDOC, MTOR, GALK1, GAPDH, ZBTB20, AK5, GPD1, GPI, GIT1, HIF1A, HK1, HK2, JMJD8, APP, INSR, LDHA, ARNT, P2RX7, PRKAG2, SIRT6, PFKFB2, PFKM, PGAM1, PGK1, PGM1, PKM, NUDT9, PPARA, DHTKD1, PRKAA2, PRKAG1, PSEN1, TIGAR, BAD, RPTOR, MLST8, BPGM, STAT3, ADPGK, NCOR1, HDAC4"
