"EntrezID","Symbol","Description","P value"
"2355","FOSL2","FOS like 2, AP-1 transcription factor subunit",2.19059692607715e-09
"152273","FGD5","FYVE, RhoGEF and PH domain containing 5",2.22697726925958e-09
"5168","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2",2.31548380469349e-09
"100505746","ITGB2-AS1","ITGB2 antisense RNA 1",2.3292894280047e-09
"23312","DMXL2","Dmx like 2",2.33334507271366e-09
"3695","ITGB7","integrin subunit beta 7",2.49278464536928e-09
"79071","ELOVL6","ELOVL fatty acid elongase 6",2.49783238537304e-09
"3034","HAL","histidine ammonia-lyase",2.5242954393434e-09
"54328","GPR173","G protein-coupled receptor 173",2.64103172664676e-09
"1508","CTSB","cathepsin B",2.76806133570062e-09
"23499","MACF1","microtubule-actin crosslinking factor 1",2.77693645855948e-09
"65220","NADK","NAD kinase",2.78000555908875e-09
"653786","AC106788.1","NULL",2.83121770472405e-09
"3385","ICAM3","intercellular adhesion molecule 3",2.86567580776165e-09
"10184","LHFPL2","LHFPL tetraspan subfamily member 2",3.04284619723205e-09
"2622","GAS8","growth arrest specific 8",3.2556040086007e-09
"9033","PKD2L1","polycystin 2 like 1, transient receptor potential cation channel",3.27219662477063e-09
"4317","MMP8","matrix metallopeptidase 8",3.36393291000547e-09
"100506585","AC011899.2","NULL",3.53395623875485e-09
"8740","TNFSF14","TNF superfamily member 14",3.56473606188956e-09
"10577","NPC2","NPC intracellular cholesterol transporter 2",3.58576801584576e-09
"7378","UPP1","uridine phosphorylase 1",3.58854634896488e-09
"8076","MFAP5","microfibril associated protein 5",3.60547236510911e-09
"6368","CCL23","C-C motif chemokine ligand 23",3.72303066153989e-09
"5037","PEBP1","phosphatidylethanolamine binding protein 1",3.77563469378117e-09
"23259","DDHD2","DDHD domain containing 2",3.94935650849249e-09
"26088","GGA1","golgi associated, gamma adaptin ear containing, ARF binding protein 1",4.04376621077063e-09
"2717","GLA","galactosidase alpha",4.18375767363699e-09
"55604","CARMIL1","capping protein regulator and myosin 1 linker 1",4.21573997932967e-09
"84627","ZNF469","zinc finger protein 469",4.28136637253829e-09
"1040","CDS1","CDP-diacylglycerol synthase 1",4.33305391567274e-09
"49861","CLDN20","claudin 20",4.38187841567128e-09
"64761","PARP12","poly(ADP-ribose) polymerase family member 12",4.38212066633525e-09
"114614","MIR155HG","MIR155 host gene",4.48209280801137e-09
"247","ALOX15B","arachidonate 15-lipoxygenase, type B",4.48734849278765e-09
"6622","SNCA","synuclein alpha",4.75602446314838e-09
"11031","RAB31","RAB31, member RAS oncogene family",4.92989193912052e-09
"5800","PTPRO","protein tyrosine phosphatase, receptor type O",5.38991185017323e-09
"3937","LCP2","lymphocyte cytosolic protein 2",5.66767188736605e-09
"10479","SLC9A6","solute carrier family 9 member A6",5.77764858178398e-09
"387644","FAM238C","family with sequence similarity 238 member C (non-protein coding)",5.91078008760348e-09
"58480","RHOU","ras homolog family member U",6.12767192542663e-09
"1514","CTSL","cathepsin L",6.16528361696567e-09
"11262","SP140","SP140 nuclear body protein",6.18172202315748e-09
"92017","SNX29","sorting nexin 29",6.24059393050658e-09
"7170","TPM3","tropomyosin 3",6.27724272561636e-09
"7169","TPM2","tropomyosin 2",6.29215246572556e-09
"23215","PRRC2C","proline rich coiled-coil 2C",6.31492058644767e-09
"10109","ARPC2","actin related protein 2/3 complex subunit 2",6.36624375438544e-09
"57569","ARHGAP20","Rho GTPase activating protein 20",6.4511007646928e-09
"23307","FKBP15","FK506 binding protein 15",6.45326014847569e-09
"79026","AHNAK","AHNAK nucleoprotein",6.5196391618727e-09
"23046","KIF21B","kinesin family member 21B",6.64163546382213e-09
"79651","RHBDF2","rhomboid 5 homolog 2",6.70436506311489e-09
"29887","SNX10","sorting nexin 10",6.73300126763365e-09
"27292","DIMT1","DIM1 dimethyladenosine transferase 1 homolog",6.8608868586395e-09
"27","ABL2","ABL proto-oncogene 2, non-receptor tyrosine kinase",6.8625862770233e-09
"339192","AC008105.3","NULL",6.98446933622421e-09
"2760","GM2A","GM2 ganglioside activator",7.45214301378638e-09
"120103","SLC36A4","solute carrier family 36 member 4",7.47086925656504e-09
"100137049","PLA2G4B","phospholipase A2 group IVB",7.65431718008358e-09
"11221","DUSP10","dual specificity phosphatase 10",7.6734161247316e-09
"84144","SYDE2","synapse defective Rho GTPase homolog 2",7.93643351038043e-09
"6546","SLC8A1","solute carrier family 8 member A1",8.03995559017778e-09
"55589","BMP2K","BMP2 inducible kinase",8.27178825435482e-09
"7357","UGCG","UDP-glucose ceramide glucosyltransferase",8.31201707462981e-09
"23207","PLEKHM2","pleckstrin homology and RUN domain containing M2",8.41882596969157e-09
"2224","FDPS","farnesyl diphosphate synthase",8.55162685109434e-09
"3663","IRF5","interferon regulatory factor 5",8.6303703072943e-09
"90853","SPOCD1","SPOC domain containing 1",8.6764155859953e-09
"326342","ADGRE4P","adhesion G protein-coupled receptor E4, pseudogene",8.90394691310803e-09
"3455","IFNAR2","interferon alpha and beta receptor subunit 2",8.9613299003588e-09
"80830","APOL6","apolipoprotein L6",9.01185837065555e-09
"83641","FAM107B","family with sequence similarity 107 member B",9.09347974697994e-09
"4283","CXCL9","C-X-C motif chemokine ligand 9",9.25400645002128e-09
"54626","HES2","hes family bHLH transcription factor 2",9.34930177720616e-09
"4599","MX1","MX dynamin like GTPase 1",9.59887613838362e-09
"834","CASP1","caspase 1",9.6499925827942e-09
"6646","SOAT1","sterol O-acyltransferase 1",9.76846825651023e-09
"27071","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1",9.95454663144102e-09
"56670","SUCNR1","succinate receptor 1",1.00164945227021e-08
"10493","VAT1","vesicle amine transport 1",1.00363861665898e-08
"219623","TMEM26","transmembrane protein 26",1.00489059295938e-08
"56650","CLDND1","claudin domain containing 1",1.03287851604961e-08
"4640","MYO1A","myosin IA",1.04776166631737e-08
"839","CASP6","caspase 6",1.05183701748501e-08
"79961","DENND2D","DENN domain containing 2D",1.06367703534005e-08
"2885","GRB2","growth factor receptor bound protein 2",1.06555508860851e-08
"51385","ZNF589","zinc finger protein 589",1.08184947666956e-08
"285016","ALKAL2","ALK and LTK ligand 2",1.0841294195707e-08
"10695","CNPY3","canopy FGF signaling regulator 3",1.08716005087217e-08
"23430","TPSD1","tryptase delta 1",1.0880862655327e-08
"54964","C1orf56","chromosome 1 open reading frame 56",1.09090103617149e-08
"2533","FYB1","FYN binding protein 1",1.11178972694859e-08
"3858","KRT10","keratin 10",1.12042100042231e-08
"287","ANK2","ankyrin 2",1.12475853075722e-08
"200634","KRTCAP3","keratinocyte associated protein 3",1.12793456796823e-08
"2512","FTL","ferritin light chain",1.15097609221237e-08
"55296","TBC1D19","TBC1 domain family member 19",1.15853575621827e-08
"4321","MMP12","matrix metallopeptidase 12",1.16459824006654e-08
"116988","AGAP3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",1.16470215694164e-08
"6483","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2",1.17513623276722e-08
"3422","IDI1","isopentenyl-diphosphate delta isomerase 1",1.21774427208621e-08
"387509","GPR153","G protein-coupled receptor 153",1.22908336841476e-08
"5523","PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha",1.26695096636098e-08
"79572","ATP13A3","ATPase 13A3",1.29040453877849e-08
"1979","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2",1.29501499523954e-08
"56994","CHPT1","choline phosphotransferase 1",1.30657287211733e-08
"3074","HEXB","hexosaminidase subunit beta",1.31263369063106e-08
"1890","TYMP","thymidine phosphorylase",1.34231978865529e-08
"1200","TPP1","tripeptidyl peptidase 1",1.3735000026216e-08
"54103","GSAP","gamma-secretase activating protein",1.38495195312061e-08
"9260","PDLIM7","PDZ and LIM domain 7",1.39229689999354e-08
"10672","GNA13","G protein subunit alpha 13",1.40432788731104e-08
"2859","GPR35","G protein-coupled receptor 35",1.41885467819236e-08
"5950","RBP4","retinol binding protein 4",1.45370121495958e-08
"170954","PPP1R18","protein phosphatase 1 regulatory subunit 18",1.45489980063473e-08
"6374","CXCL5","C-X-C motif chemokine ligand 5",1.46028925618324e-08
"23258","DENND5A","DENN domain containing 5A",1.46204062190236e-08
"9826","ARHGEF11","Rho guanine nucleotide exchange factor 11",1.46221620367371e-08
"55277","FGGY","FGGY carbohydrate kinase domain containing",1.4636934775325e-08
"158056","MAMDC4","MAM domain containing 4",1.47032970243544e-08
"55026","TMEM255A","transmembrane protein 255A",1.47121677063211e-08
"9444","QKI","QKI, KH domain containing RNA binding",1.47285634799488e-08
"117178","SSX2IP","SSX family member 2 interacting protein",1.48447114600714e-08
"353345","GPR141","G protein-coupled receptor 141",1.49685982497871e-08
"55785","FGD6","FYVE, RhoGEF and PH domain containing 6",1.50633090445496e-08
"254102","EHBP1L1","EH domain binding protein 1 like 1",1.51626633471125e-08
"10437","IFI30","IFI30, lysosomal thiol reductase",1.52084549398523e-08
"128989","TANGO2","transport and golgi organization 2 homolog",1.52641961292943e-08
"2014","EMP3","epithelial membrane protein 3",1.56178419086217e-08
"55281","TMEM140","transmembrane protein 140",1.5698105482187e-08
"6891","TAP2","transporter 2, ATP binding cassette subfamily B member",1.57060482397497e-08
"474344","GIMAP6","GTPase, IMAP family member 6",1.58443720366108e-08
"353189","SLCO4C1","solute carrier organic anion transporter family member 4C1",1.58791576554407e-08
"79762","C1orf115","chromosome 1 open reading frame 115",1.60007521676775e-08
"344558","SH3RF3","SH3 domain containing ring finger 3",1.62986513174701e-08
"11064","CNTRL","centriolin",1.67270615136772e-08
"10824","DIAPH2-AS1","DIAPH2 antisense RNA 1",1.68196625516259e-08
"79695","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12",1.72433478606848e-08
"342184","FMN1","formin 1",1.72685112875826e-08
"2017","CTTN","cortactin",1.72854384139498e-08
"78996","C7orf49","chromosome 7 open reading frame 49",1.73283121185364e-08
"4644","MYO5A","myosin VA",1.74124987761815e-08
"6355","CCL8","C-C motif chemokine ligand 8",1.7562982401742e-08
"347454","SOWAHD","sosondowah ankyrin repeat domain family member D",1.76694996412152e-08
"10388","SYCP2","synaptonemal complex protein 2",1.78349088830743e-08
"5795","PTPRJ","protein tyrosine phosphatase, receptor type J",1.79157075841374e-08
"400506","KNOP1","lysine rich nucleolar protein 1",1.8100628551565e-08
"132160","PPM1M","protein phosphatase, Mg2+/Mn2+ dependent 1M",1.83147438326259e-08
"100507540","LINC01504","long intergenic non-protein coding RNA 1504",1.83985571222678e-08
"10007","GNPDA1","glucosamine-6-phosphate deaminase 1",1.85699022825503e-08
"114836","SLAMF6","SLAM family member 6",1.88752042884488e-08
"4323","MMP14","matrix metallopeptidase 14",1.90262696708743e-08
"79834","PEAK1","pseudopodium enriched atypical kinase 1",1.90408961930899e-08
"85315","PAQR8","progestin and adipoQ receptor family member 8",1.91302773622226e-08
"11161","ERG28","ergosterol biosynthesis 28 homolog",1.92795637232734e-08
"23547","LILRA4","leukocyte immunoglobulin like receptor A4",1.93105651469239e-08
"11214","AKAP13","A-kinase anchoring protein 13",1.93433586925806e-08
"55625","ZDHHC7","zinc finger DHHC-type containing 7",1.96388636464206e-08
"6309","SC5D","sterol-C5-desaturase",1.97300518145482e-08
"147138","TMC8","transmembrane channel like 8",1.97432221682448e-08
"51311","TLR8","toll like receptor 8",2.00494867375056e-08
"28962","OSTM1","osteopetrosis associated transmembrane protein 1",2.00602596756028e-08
"2633","GBP1","guanylate binding protein 1",2.02107850455491e-08
"4598","MVK","mevalonate kinase",2.04033548945048e-08
"3099","HK2","hexokinase 2",2.04816765769777e-08
"1910","EDNRB","endothelin receptor type B",2.05937940034318e-08
"5293","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",2.0919243892692e-08
"80221","ACSF2","acyl-CoA synthetase family member 2",2.09629518188592e-08
"57102","C12orf4","chromosome 12 open reading frame 4",2.10279180734574e-08
"3766","KCNJ10","potassium voltage-gated channel subfamily J member 10",2.12695703272203e-08
"101929422","LINC02285","long intergenic non-protein coding RNA 2285",2.12780489894371e-08
"140735","DYNLL2","dynein light chain LC8-type 2",2.16904290084585e-08
"89932","PAPLN","papilin, proteoglycan like sulfated glycoprotein",2.20796307903726e-08
"4814","NINJ1","ninjurin 1",2.23465472792839e-08
"692225","SNORD94","small nucleolar RNA, C/D box 94",2.26036318551337e-08
"5825","ABCD3","ATP binding cassette subfamily D member 3",2.29664962603238e-08
"5414","SEPT4","septin 4",2.30227679143269e-08
"57519","STARD9","StAR related lipid transfer domain containing 9",2.33837423868621e-08
"54535","CCHCR1","coiled-coil alpha-helical rod protein 1",2.34573580559783e-08
"51495","HACD3","3-hydroxyacyl-CoA dehydratase 3",2.36467544434404e-08
"912","CD1D","CD1d molecule",2.37828650107019e-08
"283349","RASSF3","Ras association domain family member 3",2.38213300196577e-08
"57817","HAMP","hepcidin antimicrobial peptide",2.39049104955313e-08
"203228","C9orf72","chromosome 9 open reading frame 72",2.40716339083846e-08
"25898","RCHY1","ring finger and CHY zinc finger domain containing 1",2.47841172029695e-08
"2876","GPX1","glutathione peroxidase 1",2.48823688320243e-08
"558","AXL","AXL receptor tyrosine kinase",2.49718644651509e-08
"114793","FMNL2","formin like 2",2.50361436027191e-08
"5130","PCYT1A","phosphate cytidylyltransferase 1, choline, alpha",2.51781776539062e-08
"79815","NIPAL2","NIPA like domain containing 2",2.54023235779499e-08
"4659","PPP1R12A","protein phosphatase 1 regulatory subunit 12A",2.62905961445625e-08
"7625","ZNF74","zinc finger protein 74",2.63413257872713e-08
"80301","PLEKHO2","pleckstrin homology domain containing O2",2.63667894184749e-08
"5912","RAP2B","RAP2B, member of RAS oncogene family",2.64416598616535e-08
"7177","TPSAB1","tryptase alpha/beta 1",2.64671663474658e-08
"54440","SASH3","SAM and SH3 domain containing 3",2.6508252704005e-08
"10554","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1",2.68113399259917e-08
"79415","C17orf62","chromosome 17 open reading frame 62",2.70694273662997e-08
"56259","CTNNBL1","catenin beta like 1",2.72326293737635e-08
"25816","TNFAIP8","TNF alpha induced protein 8",2.76822655909115e-08
"81671","VMP1","vacuole membrane protein 1",2.79918275225555e-08
"9840","TESPA1","thymocyte expressed, positive selection associated 1",2.81813321567626e-08
"81615","TMEM163","transmembrane protein 163",2.82679746277381e-08
"1740","DLG2","discs large MAGUK scaffold protein 2",2.84054967325531e-08
"157556","BAALC-AS2","BAALC antisense RNA 2",2.85191059656853e-08
"9620","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1",2.87227439610405e-08
"101928943","AC018410.1","NULL",2.8985934874548e-08
"2770","GNAI1","G protein subunit alpha i1",2.93316935184862e-08
"84910","TMEM87B","transmembrane protein 87B",2.96472305594264e-08
"84678","KDM2B","lysine demethylase 2B",2.9686654245964e-08
"254225","RNF169","ring finger protein 169",2.98860010072843e-08
"2519","FUCA2","fucosidase, alpha-L- 2, plasma",3.01448030981533e-08
"10678","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",3.06422287543739e-08
"5782","PTPN12","protein tyrosine phosphatase, non-receptor type 12",3.10720722485058e-08
"154141","MBOAT1","membrane bound O-acyltransferase domain containing 1",3.11093465432677e-08
"55320","MIS18BP1","MIS18 binding protein 1",3.11401668895428e-08
"55700","MAP7D1","MAP7 domain containing 1",3.15701204067764e-08
"55668","GPATCH2L","G-patch domain containing 2 like",3.1637471975543e-08
"57600","FNIP2","folliculin interacting protein 2",3.17716934983281e-08
"411","ARSB","arylsulfatase B",3.1796280719476e-08
"91050","CCDC149","coiled-coil domain containing 149",3.18073630767302e-08
"867","CBL","Cbl proto-oncogene",3.18509517649446e-08
"57602","USP36","ubiquitin specific peptidase 36",3.20641018181078e-08
"3690","ITGB3","integrin subunit beta 3",3.26587717980331e-08
"11024","LILRA1","leukocyte immunoglobulin like receptor A1",3.26840181585908e-08
"1871","E2F3","E2F transcription factor 3",3.27209768169467e-08
"83852","SETDB2","SET domain bifurcated 2",3.27752396334091e-08
"38","ACAT1","acetyl-CoA acetyltransferase 1",3.29799247911211e-08
"55357","TBC1D2","TBC1 domain family member 2",3.30478189258798e-08
"960","CD44","CD44 molecule (Indian blood group)",3.31195627589764e-08
"140775","SMCR8","Smith-Magenis syndrome chromosome region, candidate 8",3.32011727000037e-08
"716","C1S","complement C1s",3.36630812114436e-08
"7637","ZNF84","zinc finger protein 84",3.38697362378682e-08
"10512","SEMA3C","semaphorin 3C",3.39864094645037e-08
"393","ARHGAP4","Rho GTPase activating protein 4",3.39935047888318e-08
"80119","PIF1","PIF1 5'-to-3' DNA helicase",3.40115573482791e-08
"26118","WSB1","WD repeat and SOCS box containing 1",3.43097186217278e-08
"6336","SCN10A","sodium voltage-gated channel alpha subunit 10",3.44488816361732e-08
"340706","VWA2","von Willebrand factor A domain containing 2",3.46166291187444e-08
"29933","GPR132","G protein-coupled receptor 132",3.47291027047447e-08
"55819","RNF130","ring finger protein 130",3.48013800000047e-08
"8802","SUCLG1","succinate-CoA ligase alpha subunit",3.49809035071758e-08
"64926","RASAL3","RAS protein activator like 3",3.52664246694445e-08
"114294","LACTB","lactamase beta",3.53424147725434e-08
"1500","CTNND1","catenin delta 1",3.54338500763163e-08
"25798","BRI3","brain protein I3",3.62100678330535e-08
"4033","LRMP","lymphoid restricted membrane protein",3.62731764624868e-08
"2048","EPHB2","EPH receptor B2",3.63098324740463e-08
"23325","WASHC4","WASH complex subunit 4",3.64999596103033e-08
"89790","SIGLEC10","sialic acid binding Ig like lectin 10",3.65365723231648e-08
"79917","MAGIX","MAGI family member, X-linked",3.68613902734793e-08
"147463","ANKRD29","ankyrin repeat domain 29",3.69678262446271e-08
"9622","KLK4","kallikrein related peptidase 4",3.70588963960472e-08
"55233","MOB1A","MOB kinase activator 1A",3.71272770305353e-08
"26175","TMEM251","transmembrane protein 251",3.71397104181881e-08
"5315","PKM","pyruvate kinase, muscle",3.80630261753723e-08
"54790","TET2","tet methylcytosine dioxygenase 2",3.82264914167152e-08
"11094","CACFD1","calcium channel flower domain containing 1",3.88614205260041e-08
"10154","PLXNC1","plexin C1",3.94429182648537e-08
"6690","SPINK1","serine peptidase inhibitor, Kazal type 1",3.96964523474708e-08
"27180","SIGLEC9","sialic acid binding Ig like lectin 9",4.04190869662813e-08
"8544","PIR","pirin",4.04868976122685e-08
"571","BACH1","BTB domain and CNC homolog 1",4.05147769777514e-08
"7128","TNFAIP3","TNF alpha induced protein 3",4.06187197210528e-08
"348645","C22orf34","chromosome 22 open reading frame 34",4.0726888750342e-08
"26762","HAVCR1","hepatitis A virus cellular receptor 1",4.18205722274578e-08
"10257","ABCC4","ATP binding cassette subfamily C member 4",4.18550309966292e-08
"51571","FAM49B","family with sequence similarity 49 member B",4.203434955663e-08
"8459","TPST2","tyrosylprotein sulfotransferase 2",4.22052252035954e-08
"64858","DCLRE1B","DNA cross-link repair 1B",4.24904804674497e-08
"113730","KLHDC7B","kelch domain containing 7B",4.26396266073326e-08
"53831","GPR84","G protein-coupled receptor 84",4.26468678149661e-08
"130827","TMEM182","transmembrane protein 182",4.28375451777541e-08
"11309","SLCO2B1","solute carrier organic anion transporter family member 2B1",4.33376312614087e-08
"166336","PRICKLE2","prickle planar cell polarity protein 2",4.34098450519116e-08
"6351","CCL4","C-C motif chemokine ligand 4",4.34344832322964e-08
"140739","UBE2F","ubiquitin conjugating enzyme E2 F (putative)",4.37155156518543e-08
"100874214","TM4SF19-AS1","TM4SF19 antisense RNA 1",4.38055265394866e-08
"9093","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3",4.44939280974666e-08
"8531","YBX3","Y-box binding protein 3",4.50150066111377e-08
"54918","CMTM6","CKLF like MARVEL transmembrane domain containing 6",4.51113566501959e-08
"10287","RGS19","regulator of G protein signaling 19",4.55358911688464e-08
"124936","CYB5D2","cytochrome b5 domain containing 2",4.57938255093993e-08
"120892","LRRK2","leucine rich repeat kinase 2",4.58615083687164e-08
"5151","PDE8A","phosphodiesterase 8A",4.61388696137988e-08
"8440","NCK2","NCK adaptor protein 2",4.62670215473082e-08
"6778","STAT6","signal transducer and activator of transcription 6",4.64405582878413e-08
"55035","NOL8","nucleolar protein 8",4.6693948707599e-08
"7786","MAP3K12","mitogen-activated protein kinase kinase kinase 12",4.6828499078444e-08
"192670","AGO4","argonaute 4, RISC catalytic component",4.68886260929224e-08
"114823","LENG8","leukocyte receptor cluster member 8",4.69418568460611e-08
"221","ALDH3B1","aldehyde dehydrogenase 3 family member B1",4.75873608296595e-08
"25966","C2CD2","C2 calcium dependent domain containing 2",4.77171384627439e-08
"3487","IGFBP4","insulin like growth factor binding protein 4",4.8399864893689e-08
"55332","DRAM1","DNA damage regulated autophagy modulator 1",4.88801539244577e-08
"10096","ACTR3","ARP3 actin related protein 3 homolog",4.94041226817288e-08
"84658","ADGRE3","adhesion G protein-coupled receptor E3",4.94445258070186e-08
"3682","ITGAE","integrin subunit alpha E",4.94521803506842e-08
"93380","MMGT1","membrane magnesium transporter 1",4.97756236228497e-08
"3356","HTR2A","5-hydroxytryptamine receptor 2A",5.00824524074517e-08
"81617","CAB39L","calcium binding protein 39 like",5.0204548518451e-08
"23008","KLHDC10","kelch domain containing 10",5.04910143694914e-08
"10000","AKT3","AKT serine/threonine kinase 3",5.10322331059854e-08
"80262","C16orf70","chromosome 16 open reading frame 70",5.11619542287178e-08
"55707","NECAP2","NECAP endocytosis associated 2",5.15996438910094e-08
"64431","ACTR6","ARP6 actin related protein 6 homolog",5.16075158163432e-08
