"EntrezID","Symbol","Description","P value"
"23521","RPL13A","ribosomal protein L13a",0.000349903236983695
"6128","RPL6","ribosomal protein L6",0.00035535590592195
"3981","LIG4","DNA ligase 4",0.000356286941722073
"80194","TMEM134","transmembrane protein 134",0.000356467549801343
"2987","GUK1","guanylate kinase 1",0.00035839755078082
"6233","RPS27A","ribosomal protein S27a",0.000366535406056023
"8294","HIST1H4I","histone cluster 1 H4 family member i",0.000373479417943523
"8638","OASL","2'-5'-oligoadenylate synthetase like",0.000378652973444638
"990","CDC6","cell division cycle 6",0.000378923709285828
"653513","AC245297.1","NULL",0.000384639397893016
"4645","MYO5B","myosin VB",0.000392839028430569
"6122","RPL3","ribosomal protein L3",0.000393000789326692
"112611","RWDD2A","RWD domain containing 2A",0.000400356191199491
"57583","TMEM181","transmembrane protein 181",0.000401100510692309
"56999","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif 9",0.000403798892256058
"6143","RPL19","ribosomal protein L19",0.000406389880033831
"57326","PBXIP1","PBX homeobox interacting protein 1",0.000407452261987906
"6996","TDG","thymine DNA glycosylase",0.000412211902189208
"901","CCNG2","cyclin G2",0.000416136883107709
"79834","PEAK1","pseudopodium enriched atypical kinase 1",0.000417603473341188
"4257","MGST1","microsomal glutathione S-transferase 1",0.000419208522568493
"2040","STOM","stomatin",0.000427406620614579
"4940","OAS3","2'-5'-oligoadenylate synthetase 3",0.000435339704418225
"6209","RPS15","ribosomal protein S15",0.000436686879843551
"6144","RPL21","ribosomal protein L21",0.000438874167178471
"2145","EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit",0.000439147623464864
"6159","RPL29","ribosomal protein L29",0.000444660401340835
"7533","YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta",0.000459751090725713
"6147","RPL23A","ribosomal protein L23a",0.000473613493137348
"79053","ALG8","ALG8, alpha-1,3-glucosyltransferase",0.000478963334285099
"246243","RNASEH1","ribonuclease H1",0.000479228693104683
"79763","ISOC2","isochorismatase domain containing 2",0.000482055468793652
"64431","ACTR6","ARP6 actin related protein 6 homolog",0.000483260088822934
"64063","PRSS22","protease, serine 22",0.000493692960383929
"6224","RPS20","ribosomal protein S20",0.000493735796203598
"22949","PTGR1","prostaglandin reductase 1",0.000494142541084708
"83690","CRISPLD1","cysteine rich secretory protein LCCL domain containing 1",0.000495557915606293
"8542","APOL1","apolipoprotein L1",0.000504947465275851
"6137","RPL13","ribosomal protein L13",0.000505162714945717
"5071","PRKN","parkin RBR E3 ubiquitin protein ligase",0.000507627918138076
"2958","GTF2A2","general transcription factor IIA subunit 2",0.000510078641132505
"6565","SLC15A2","solute carrier family 15 member 2",0.000510708578260521
"6217","RPS16","ribosomal protein S16",0.000513366993149078
"389","RHOC","ras homolog family member C",0.000517541180918846
"4849","CNOT3","CCR4-NOT transcription complex subunit 3",0.000520464395658893
"6218","RPS17","ribosomal protein S17",0.000526313665166311
"81855","SFXN3","sideroflexin 3",0.000530713697685981
"6205","RPS11","ribosomal protein S11",0.000532588546003021
"28511","NKIRAS2","NFKB inhibitor interacting Ras like 2",0.00054270908724996
"29843","SENP1","SUMO1/sentrin specific peptidase 1",0.00054278506797667
"6746","SSR2","signal sequence receptor subunit 2",0.000552919873339941
"2150","F2RL1","F2R like trypsin receptor 1",0.000558155117856618
"4124","MAN2A1","mannosidase alpha class 2A member 1",0.000562794101185426
"1915","EEF1A1","eukaryotic translation elongation factor 1 alpha 1",0.000564704170856745
"91807","MYLK3","myosin light chain kinase 3",0.000569835694328336
"92399","MRRF","mitochondrial ribosome recycling factor",0.000575577664247207
"9398","CD101","CD101 molecule",0.000584474344537456
"57185","NIPAL3","NIPA like domain containing 3",0.000585336153943183
"6309","SC5D","sterol-C5-desaturase",0.000587236850890127
"1604","CD55","CD55 molecule (Cromer blood group)",0.000589381510772702
"57600","FNIP2","folliculin interacting protein 2",0.000595744434644274
"6203","RPS9","ribosomal protein S9",0.000596263546890574
"64769","MEAF6","MYST/Esa1 associated factor 6",0.000596725439936607
"150465","TTL","tubulin tyrosine ligase",0.000599262475598383
"51337","THEM6","thioesterase superfamily member 6",0.000606077246473991
"441027","TMEM150C","transmembrane protein 150C",0.000608692914828901
"6723","SRM","spermidine synthase",0.000612062955497539
"7072","TIA1","TIA1 cytotoxic granule associated RNA binding protein",0.000614298472631614
"55048","VPS37C","VPS37C, ESCRT-I subunit",0.000614806265316292
"6692","SPINT1","serine peptidase inhibitor, Kunitz type 1",0.000616933358014937
"252983","STXBP4","syntaxin binding protein 4",0.000625210887938987
"55691","FRMD4A","FERM domain containing 4A",0.000625655210275466
"6165","RPL35A","ribosomal protein L35a",0.000629088849220194
"7358","UGDH","UDP-glucose 6-dehydrogenase",0.000630901254905059
"112703","FAM71E1","family with sequence similarity 71 member E1",0.000637996211209524
"10746","MAP3K2","mitogen-activated protein kinase kinase kinase 2",0.000641197995367104
"3251","HPRT1","hypoxanthine phosphoribosyltransferase 1",0.000642223125055574
"6168","RPL37A","ribosomal protein L37a",0.000645086792513738
"10915","TCERG1","transcription elongation regulator 1",0.000651743636531199
"6167","RPL37","ribosomal protein L37",0.000655842846470023
"6166","RPL36AL","ribosomal protein L36a like",0.000662048377554569
"5165","PDK3","pyruvate dehydrogenase kinase 3",0.000667921830170171
"2770","GNAI1","G protein subunit alpha i1",0.00067150968054408
"10957","PNRC1","proline rich nuclear receptor coactivator 1",0.000680677749886893
"1933","EEF1B2","eukaryotic translation elongation factor 1 beta 2",0.000686417206619661
"51247","PAIP2","poly(A) binding protein interacting protein 2",0.000690561119837341
"79583","TMEM231","transmembrane protein 231",0.000691881923844617
"60437","CDH26","cadherin 26",0.000694613352366424
"114785","MBD6","methyl-CpG binding domain protein 6",0.000695079630529727
"100507303","SNHG19","small nucleolar RNA host gene 19",0.000696566549323818
"3895","KTN1","kinectin 1",0.000703711224113612
"493812","HCG11","HLA complex group 11 (non-protein coding)",0.00070935217287138
"3696","ITGB8","integrin subunit beta 8",0.000715702604004109
"54906","FAM208B","family with sequence similarity 208 member B",0.000717593879314471
"3416","IDE","insulin degrading enzyme",0.00072051675162399
"1955","MEGF9","multiple EGF like domains 9",0.000721905242188847
"153396","TMEM161B","transmembrane protein 161B",0.000722797295888311
"10440","TIMM17A","translocase of inner mitochondrial membrane 17A",0.000729570361396648
"91452","ACBD5","acyl-CoA binding domain containing 5",0.000731001585408952
"158056","MAMDC4","MAM domain containing 4",0.000738453369184766
"152519","NIPAL1","NIPA like domain containing 1",0.000740932349747592
"8877","SPHK1","sphingosine kinase 1",0.00075193130056106
"9632","SEC24C","SEC24 homolog C, COPII coat complex component",0.000752880250838084
"6222","RPS18","ribosomal protein S18",0.000752974998428857
"102","ADAM10","ADAM metallopeptidase domain 10",0.00075553893885616
"3516","RBPJ","recombination signal binding protein for immunoglobulin kappa J region",0.000756660834542622
"2531","KDSR","3-ketodihydrosphingosine reductase",0.000759545955460572
"9562","MINPP1","multiple inositol-polyphosphate phosphatase 1",0.000773974590185467
"11161","ERG28","ergosterol biosynthesis 28 homolog",0.000779088420864049
"51719","CAB39","calcium binding protein 39",0.000785235525062933
"113791","PIK3IP1","phosphoinositide-3-kinase interacting protein 1",0.000791702793326632
"11282","MGAT4B","mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B",0.000797574680619695
"6187","RPS2","ribosomal protein S2",0.00079795382087533
"7799","PRDM2","PR/SET domain 2",0.000802955745378697
"22906","TRAK1","trafficking kinesin protein 1",0.000811764398065629
"6494","SIPA1","signal-induced proliferation-associated 1",0.000816525956841341
"6164","RPL34","ribosomal protein L34",0.000821072984717786
"5634","PRPS2","phosphoribosyl pyrophosphate synthetase 2",0.00082807743571911
"6189","RPS3A","ribosomal protein S3A",0.000831150556544591
"9013","TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C",0.000836952100064847
"131870","NUDT16","nudix hydrolase 16",0.000838835889678258
"6811","STX5","syntaxin 5",0.000840750020179359
"6307","MSMO1","methylsterol monooxygenase 1",0.000844139737143368
"284996","RNF149","ring finger protein 149",0.000846530402207613
"6730","SRP68","signal recognition particle 68",0.000849813226942442
"79789","CLMN","calmin",0.000852842826454037
"6188","RPS3","ribosomal protein S3",0.0008564307819241
"79762","C1orf115","chromosome 1 open reading frame 115",0.000856658927854692
"8099","CDK2AP1","cyclin dependent kinase 2 associated protein 1",0.000863610305578133
"25873","RPL36","ribosomal protein L36",0.000864589640312552
"4354","MPP1","membrane palmitoylated protein 1",0.000869796986556981
"55915","LANCL2","LanC like 2",0.000876023982943064
"6158","RPL28","ribosomal protein L28",0.000877855619745516
"54682","MANSC1","MANSC domain containing 1",0.000887128128202574
"57530","CGN","cingulin",0.00088745607248697
"10159","ATP6AP2","ATPase H+ transporting accessory protein 2",0.000887947458784399
"9322","TRIP10","thyroid hormone receptor interactor 10",0.00089848541536186
"25928","SOSTDC1","sclerostin domain containing 1",0.000902472003627031
"257364","SNX33","sorting nexin 33",0.00091591030464111
"81617","CAB39L","calcium binding protein 39 like",0.000916107454178472
"3921","RPSA","ribosomal protein SA",0.000920530571123734
"118987","PDZD8","PDZ domain containing 8",0.000922564672350745
"51478","HSD17B7","hydroxysteroid 17-beta dehydrogenase 7",0.000930361941552826
"201134","CEP112","centrosomal protein 112",0.000930673403574334
"55754","TMEM30A","transmembrane protein 30A",0.000931813157860839
"23635","SSBP2","single stranded DNA binding protein 2",0.00093495654996234
"23647","ARFIP2","ADP ribosylation factor interacting protein 2",0.00093611747690181
"6191","RPS4X","ribosomal protein S4, X-linked",0.000940519399633688
"6652","SORD","sorbitol dehydrogenase",0.000941501536109501
"79689","STEAP4","STEAP4 metalloreductase",0.000943397412075497
"51307","FAM53C","family with sequence similarity 53 member C",0.000945359952965186
"10211","FLOT1","flotillin 1",0.000946423332711666
"56288","PARD3","par-3 family cell polarity regulator",0.000952894699787876
"6201","RPS7","ribosomal protein S7",0.000956795266505717
"1203","CLN5","ceroid-lipofuscinosis, neuronal 5",0.000959621200772753
"4736","RPL10A","ribosomal protein L10a",0.000964410431985696
"55055","ZWILCH","zwilch kinetochore protein",0.000968040529645386
"64116","SLC39A8","solute carrier family 39 member 8",0.000981086155788846
"92304","SCGB3A1","secretoglobin family 3A member 1",0.000995027588241659
"10955","SERINC3","serine incorporator 3",0.00100078998719633
"10553","HTATIP2","HIV-1 Tat interactive protein 2",0.00100168068725726
"54558","SPATA6","spermatogenesis associated 6",0.00100463862077493
"9455","HOMER2","homer scaffolding protein 2",0.0010075924735331
"950","SCARB2","scavenger receptor class B member 2",0.00101073643560623
"6713","SQLE","squalene epoxidase",0.00101254453326383
"6194","RPS6","ribosomal protein S6",0.00101705903788463
"51142","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2",0.0010191164627289
"23624","CBLC","Cbl proto-oncogene C",0.0010200046151625
"201973","PRIMPOL","primase and DNA directed polymerase",0.00102996208447947
"79007","DBNDD1","dysbindin domain containing 1",0.00103769196970571
"79603","CERS4","ceramide synthase 4",0.00103984237109955
"353","APRT","adenine phosphoribosyltransferase",0.00104449467864876
"7784","ZP3","zona pellucida glycoprotein 3",0.00105046905823825
"51050","PI15","peptidase inhibitor 15",0.00105837553227794
"130340","AP1S3","adaptor related protein complex 1 sigma 3 subunit",0.00106081141351511
"2064","ERBB2","erb-b2 receptor tyrosine kinase 2",0.0010608866043551
"132671","SPATA18","spermatogenesis associated 18",0.00106398871124269
"1628","DBP","D-box binding PAR bZIP transcription factor",0.00106453899024994
"23204","ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1",0.00106868217761869
"5376","PMP22","peripheral myelin protein 22",0.00106881728246888
"10161","LPAR6","lysophosphatidic acid receptor 6",0.00107651425706456
"148022","TICAM1","toll like receptor adaptor molecule 1",0.00108188790012553
"58495","OVOL2","ovo like zinc finger 2",0.00109128512988121
"11328","FKBP9","FK506 binding protein 9",0.00109161955880077
"10668","CGRRF1","cell growth regulator with ring finger domain 1",0.00109290706474319
"9766","SUSD6","sushi domain containing 6",0.00109409188352183
"6161","RPL32","ribosomal protein L32",0.00109576856552385
"6433","SFSWAP","splicing factor SWAP homolog",0.00109655653507845
"26503","SLC17A5","solute carrier family 17 member 5",0.00109824444388851
"2934","GSN","gelsolin",0.00110359709524599
"10817","FRS3","fibroblast growth factor receptor substrate 3",0.00110843464096222
"10924","SMPDL3A","sphingomyelin phosphodiesterase acid like 3A",0.00110857789096586
"23287","AGTPBP1","ATP/GTP binding protein 1",0.00112274637413656
"5033","P4HA1","prolyl 4-hydroxylase subunit alpha 1",0.00112642823234554
"3688","ITGB1","integrin subunit beta 1",0.00114007634614099
"6747","SSR3","signal sequence receptor subunit 3",0.00114232844192252
"5019","OXCT1","3-oxoacid CoA-transferase 1",0.00114438334533862
"65083","NOL6","nucleolar protein 6",0.00115694041668502
"55234","SMU1","DNA replication regulator and spliceosomal factor",0.00116220346703666
"10333","TLR6","toll like receptor 6",0.00116436240198081
"130827","TMEM182","transmembrane protein 182",0.00117628512149925
"3276","PRMT1","protein arginine methyltransferase 1",0.00117770687747609
"79073","TMEM109","transmembrane protein 109",0.00118223764417935
"8544","PIR","pirin",0.00118251075799969
"57153","SLC44A2","solute carrier family 44 member 2",0.00118469385069875
"6124","RPL4","ribosomal protein L4",0.00118688840607395
"57142","RTN4","reticulon 4",0.00118924713147506
"10682","EBP","emopamil binding protein (sterol isomerase)",0.00119115155728311
"127687","C1orf122","chromosome 1 open reading frame 122",0.00119663658499136
"6778","STAT6","signal transducer and activator of transcription 6",0.00120832385603309
"1643","DDB2","damage specific DNA binding protein 2",0.00120847756352416
"64781","CERK","ceramide kinase",0.00121161111858792
"293","SLC25A6","solute carrier family 25 member 6",0.00121199380684689
"2222","FDFT1","farnesyl-diphosphate farnesyltransferase 1",0.00121212761574796
"6337","SCNN1A","sodium channel epithelial 1 alpha subunit",0.00121371578636942
"3117","HLA-DQA1","major histocompatibility complex, class II, DQ alpha 1",0.00121489162619937
"22998","LIMCH1","LIM and calponin homology domains 1",0.00121645953523275
"692099","FAM86DP","family with sequence similarity 86 member D, pseudogene",0.00122633137960271
"2317","FLNB","filamin B",0.001229782738699
"1829","DSG2","desmoglein 2",0.00123158595114259
"116254","GINM1","glycoprotein integral membrane 1",0.00123946649810391
"5864","RAB3A","RAB3A, member RAS oncogene family",0.00124096956092212
"9754","STARD8","StAR related lipid transfer domain containing 8",0.00124524307290041
"2130","EWSR1","EWS RNA binding protein 1",0.00124974755208207
"65981","CAPRIN2","caprin family member 2",0.00125246652942446
"63898","SH2D4A","SH2 domain containing 4A",0.00125265524410145
"8942","KYNU","kynureninase",0.00125507416586346
"84769","MPV17L2","MPV17 mitochondrial inner membrane protein like 2",0.00126674024581153
"221545","C6orf136","chromosome 6 open reading frame 136",0.00128688345767247
"57446","NDRG3","NDRG family member 3",0.00129917742687313
"125144","LRRC75A-AS1","LRRC75A antisense RNA 1",0.00130259443869951
"993","CDC25A","cell division cycle 25A",0.00130537556747135
"729515","TMEM242","transmembrane protein 242",0.00131046540538593
"3557","IL1RN","interleukin 1 receptor antagonist",0.00131126426838946
"540","ATP7B","ATPase copper transporting beta",0.00131379305787926
"55718","POLR3E","RNA polymerase III subunit E",0.00131795133774593
"57107","PDSS2","decaprenyl diphosphate synthase subunit 2",0.00132399542934913
"79820","CATSPERB","cation channel sperm associated auxiliary subunit beta",0.0013244253802932
"3938","LCT","lactase",0.00132519535459985
"3752","KCND3","potassium voltage-gated channel subfamily D member 3",0.00132931794701285
"91862","MARVELD3","MARVEL domain containing 3",0.00134154161857425
"348110","ARPIN","actin related protein 2/3 complex inhibitor",0.00134448878291593
"754","PTTG1IP","PTTG1 interacting protein",0.00135011200387303
"51132","RLIM","ring finger protein, LIM domain interacting",0.00136147567178602
"4779","NFE2L1","nuclear factor, erythroid 2 like 1",0.00136159037126726
"51449","PCYOX1","prenylcysteine oxidase 1",0.00136788657895681
"10787","NCKAP1","NCK associated protein 1",0.00136836937385421
"83448","PUS7L","pseudouridylate synthase 7 like",0.00138154995397888
"81533","ITFG1","integrin alpha FG-GAP repeat containing 1",0.00138488968893857
"79363","RSG1","REM2 and RAB like small GTPase 1",0.00138657641162676
"10857","PGRMC1","progesterone receptor membrane component 1",0.00139544367179245
"9060","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2",0.00139608409198355
"1500","CTNND1","catenin delta 1",0.00140074814343794
"10618","TGOLN2","trans-golgi network protein 2",0.0014035227274265
"7283","TUBG1","tubulin gamma 1",0.00140858767855123
"7296","TXNRD1","thioredoxin reductase 1",0.00141152820854407
"9392","TGFBRAP1","transforming growth factor beta receptor associated protein 1",0.00142294689421751
"51280","GOLM1","golgi membrane protein 1",0.00142320074465285
"1123","CHN1","chimerin 1",0.00142396033990411
"476","ATP1A1","ATPase Na+/K+ transporting subunit alpha 1",0.00142730522564927
"11319","ECD","ecdysoneless cell cycle regulator",0.0014280283294057
"10109","ARPC2","actin related protein 2/3 complex subunit 2",0.00142967029100016
"11320","MGAT4A","mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A",0.00143595685581843
"1059","CENPB","centromere protein B",0.00144279019006976
"10168","ZNF197","zinc finger protein 197",0.00144630922796996
"220213","OTUD1","OTU deubiquitinase 1",0.00145209565723625
"23512","SUZ12","SUZ12 polycomb repressive complex 2 subunit",0.00145291220654986
"6155","RPL27","ribosomal protein L27",0.00146116594091006
"79589","RNF128","ring finger protein 128, E3 ubiquitin protein ligase",0.00146318820164026
"51768","TM7SF3","transmembrane 7 superfamily member 3",0.00146388064730518
"6210","RPS15A","ribosomal protein S15a",0.00146566544472204
"23344","ESYT1","extended synaptotagmin 1",0.0014725846279412
"583","BBS2","Bardet-Biedl syndrome 2",0.00147320308472454
"6576","SLC25A1","solute carrier family 25 member 1",0.00147338428363497
"805","CALM2","calmodulin 2",0.00149038255390965
"4891","SLC11A2","solute carrier family 11 member 2",0.00149481877684066
"7105","TSPAN6","tetraspanin 6",0.00149602912944302
"64072","CDH23","cadherin related 23",0.00149620364404468
"81846","SBF2","SET binding factor 2",0.00150414910425556
"57646","USP28","ubiquitin specific peptidase 28",0.00150497604319744
"51700","CYB5R2","cytochrome b5 reductase 2",0.00150835063965005
"26504","CNNM4","cyclin and CBS domain divalent metal cation transport mediator 4",0.00150949317539595
"81562","LMAN2L","lectin, mannose binding 2 like",0.00151054051644472
"7465","WEE1","WEE1 G2 checkpoint kinase",0.00151420099160848
"27351","DESI1","desumoylating isopeptidase 1",0.0015164335902349
"157574","FBXO16","F-box protein 16",0.00151913364824519
"9183","ZW10","zw10 kinetochore protein",0.00152188027565192
"9061","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1",0.00152193879538531
"5660","PSAP","prosaposin",0.00152835815455621
"3281","HSBP1","heat shock factor binding protein 1",0.00152871808157895
"51495","HACD3","3-hydroxyacyl-CoA dehydratase 3",0.00152885451034268
"128989","TANGO2","transport and golgi organization 2 homolog",0.00152886972954547
"4179","CD46","CD46 molecule",0.00153193830196419
"152189","CMTM8","CKLF like MARVEL transmembrane domain containing 8",0.00153397703063174
"1717","DHCR7","7-dehydrocholesterol reductase",0.0015354829443891
"4162","MCAM","melanoma cell adhesion molecule",0.00153560556982479
"285908","LINC00174","long intergenic non-protein coding RNA 174",0.00154736380684828
"6141","RPL18","ribosomal protein L18",0.00154841522655458
"10383","TUBB4B","tubulin beta 4B class IVb",0.00155137691636453
"158219","TTC39B","tetratricopeptide repeat domain 39B",0.00156115746927865
"25862","USP49","ubiquitin specific peptidase 49",0.00156752698212803
"25822","DNAJB5","DnaJ heat shock protein family (Hsp40) member B5",0.00157133822429545
"7433","VIPR1","vasoactive intestinal peptide receptor 1",0.00157695451806794
"5711","PSMD5","proteasome 26S subunit, non-ATPase 5",0.00157809483323768
"7163","TPD52","tumor protein D52",0.0015795723627825
"2170","FABP3","fatty acid binding protein 3",0.00159011927167585
"10392","NOD1","nucleotide binding oligomerization domain containing 1",0.00159088616580838
"696","BTN1A1","butyrophilin subfamily 1 member A1",0.00159862273656386
"55080","TAPBPL","TAP binding protein like",0.00159877207422321
"151963","MB21D2","Mab-21 domain containing 2",0.0016065812990913
"3840","KPNA4","karyopherin subunit alpha 4",0.00160786291214898
"55129","ANO10","anoctamin 10",0.00161006966137789
"57545","CC2D2A","coiled-coil and C2 domain containing 2A",0.00161635152706374
"84548","TMEM185A","transmembrane protein 185A",0.00161709532017795
"58505","OSTC","oligosaccharyltransferase complex non-catalytic subunit",0.00162461139640091
"818","CAMK2G","calcium/calmodulin dependent protein kinase II gamma",0.00162932674756866
"6146","RPL22","ribosomal protein L22",0.00163825262425887
"101928100","AC022075.1","NULL",0.00163933826106466
"23360","FNBP4","formin binding protein 4",0.00164792556988147
"8721","EDF1","endothelial differentiation related factor 1",0.0016572474907588
"9878","TOX4","TOX high mobility group box family member 4",0.00166129197527143
"4072","EPCAM","epithelial cell adhesion molecule",0.00166165377278615
"64118","DUS1L","dihydrouridine synthase 1 like",0.00166600422300933
"56061","UBFD1","ubiquitin family domain containing 1",0.00166860113524714
"6169","RPL38","ribosomal protein L38",0.00167012379177489
"902","CCNH","cyclin H",0.00167095191706634
"9276","COPB2","coatomer protein complex subunit beta 2",0.00167465761861152
"55692","LUC7L","LUC7 like",0.00167638921913893
"11237","RNF24","ring finger protein 24",0.00168369211285258
"6611","SMS","spermine synthase",0.00168416313141595
"1164","CKS2","CDC28 protein kinase regulatory subunit 2",0.00169090935142191
"3732","CD82","CD82 molecule",0.00169427998414629
