"EntrezID","Symbol","Description","P value"
"3356","HTR2A","5-hydroxytryptamine receptor 2A",9.41797528852817e-10
"23313","KIAA0930","KIAA0930",9.57799173306739e-10
"65005","MRPL9","mitochondrial ribosomal protein L9",1.00731045726832e-09
"9404","LPXN","leupaxin",1.03765862569105e-09
"5476","CTSA","cathepsin A",1.05429287522441e-09
"55785","FGD6","FYVE, RhoGEF and PH domain containing 6",1.05436503972101e-09
"81844","TRIM56","tripartite motif containing 56",1.07021991269107e-09
"79415","C17orf62","chromosome 17 open reading frame 62",1.10305109490838e-09
"162466","PHOSPHO1","phosphoethanolamine/phosphocholine phosphatase",1.10375042439159e-09
"4650","MYO9B","myosin IXB",1.11572195926612e-09
"6868","ADAM17","ADAM metallopeptidase domain 17",1.15749276830002e-09
"9555","H2AFY","H2A histone family member Y",1.18983334296274e-09
"151636","DTX3L","deltex E3 ubiquitin ligase 3L",1.21265542052384e-09
"526","ATP6V1B2","ATPase H+ transporting V1 subunit B2",1.21321819257503e-09
"8837","CFLAR","CASP8 and FADD like apoptosis regulator",1.22457644025076e-09
"10493","VAT1","vesicle amine transport 1",1.232386859229e-09
"117178","SSX2IP","SSX family member 2 interacting protein",1.23261123530227e-09
"10482","NXF1","nuclear RNA export factor 1",1.2550827044322e-09
"50856","CLEC4A","C-type lectin domain family 4 member A",1.26106003417448e-09
"2885","GRB2","growth factor receptor bound protein 2",1.27920440906593e-09
"55707","NECAP2","NECAP endocytosis associated 2",1.3111639551866e-09
"9267","CYTH1","cytohesin 1",1.39045530644921e-09
"2015","ADGRE1","adhesion G protein-coupled receptor E1",1.39577105429112e-09
"55256","ADI1","acireductone dioxygenase 1",1.4109143853247e-09
"220002","CYB561A3","cytochrome b561 family member A3",1.41094269601183e-09
"200942","KLHDC8B","kelch domain containing 8B",1.41131417663587e-09
"1495","CTNNA1","catenin alpha 1",1.41994815905377e-09
"101928943","AC018410.1","NULL",1.48455747694953e-09
"3385","ICAM3","intercellular adhesion molecule 3",1.48586543069484e-09
"7456","WIPF1","WAS/WASL interacting protein family member 1",1.52510004625128e-09
"3487","IGFBP4","insulin like growth factor binding protein 4",1.54805768204369e-09
"51385","ZNF589","zinc finger protein 589",1.58147150930432e-09
"8976","WASL","Wiskott-Aldrich syndrome like",1.58165325281345e-09
"8303","SNN","stannin",1.59922075582131e-09
"64926","RASAL3","RAS protein activator like 3",1.60095470214117e-09
"9563","H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",1.61503899143156e-09
"677","ZFP36L1","ZFP36 ring finger protein like 1",1.62141866599796e-09
"91544","UBXN11","UBX domain protein 11",1.68622626972592e-09
"3988","LIPA","lipase A, lysosomal acid type",1.73702130457087e-09
"100048912","CDKN2B-AS1","CDKN2B antisense RNA 1",1.75379899491901e-09
"55573","CDV3","CDV3 homolog",1.83229065253698e-09
"1500","CTNND1","catenin delta 1",1.87584159316856e-09
"23659","PLA2G15","phospholipase A2 group XV",1.91302917951219e-09
"55577","NAGK","N-acetylglucosamine kinase",1.91737914434498e-09
"64072","CDH23","cadherin related 23",1.9219246194524e-09
"92017","SNX29","sorting nexin 29",1.98424165986921e-09
"4245","MGAT1","mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",1.98745442325787e-09
"89849","ATG16L2","autophagy related 16 like 2",1.98795047090528e-09
"3034","HAL","histidine ammonia-lyase",1.99332195194302e-09
"284129","SLC26A11","solute carrier family 26 member 11",2.09076034263234e-09
"7357","UGCG","UDP-glucose ceramide glucosyltransferase",2.09127115624597e-09
"91752","ZNF804A","zinc finger protein 804A",2.11505390979028e-09
"3690","ITGB3","integrin subunit beta 3",2.1428586682859e-09
"2717","GLA","galactosidase alpha",2.18462403722697e-09
"56650","CLDND1","claudin domain containing 1",2.18511519989306e-09
"9909","DENND4B","DENN domain containing 4B",2.18556350795041e-09
"5795","PTPRJ","protein tyrosine phosphatase, receptor type J",2.19528972777994e-09
"51571","FAM49B","family with sequence similarity 49 member B",2.19842444248997e-09
"4321","MMP12","matrix metallopeptidase 12",2.19978701920809e-09
"5510","PPP1R7","protein phosphatase 1 regulatory subunit 7",2.20348872481679e-09
"8076","MFAP5","microfibril associated protein 5",2.29939112195154e-09
"54434","SSH1","slingshot protein phosphatase 1",2.32003416478221e-09
"57669","EPB41L5","erythrocyte membrane protein band 4.1 like 5",2.33907981872505e-09
"51291","GMIP","GEM interacting protein",2.36586550350637e-09
"3174","HNF4G","hepatocyte nuclear factor 4 gamma",2.37167085970214e-09
"101929723","LINC01914","long intergenic non-protein coding RNA 1914",2.4422945887892e-09
"647121","EMBP1","embigin pseudogene 1",2.44345654820677e-09
"55151","TMEM38B","transmembrane protein 38B",2.45155096223471e-09
"5037","PEBP1","phosphatidylethanolamine binding protein 1",2.45428877221343e-09
"9414","TJP2","tight junction protein 2",2.47225639959936e-09
"101928770","LINC01526","long intergenic non-protein coding RNA 1526",2.50723841688227e-09
"388165","UBE2Q2P1","ubiquitin conjugating enzyme E2 Q2 pseudogene 1",2.53715515263764e-09
"23547","LILRA4","leukocyte immunoglobulin like receptor A4",2.5712512119469e-09
"51084","CRYL1","crystallin lambda 1",2.60134935814449e-09
"123041","SLC24A4","solute carrier family 24 member 4",2.60526511475234e-09
"285016","ALKAL2","ALK and LTK ligand 2",2.62037502807289e-09
"84937","ZNRF1","zinc and ring finger 1",2.62794941363609e-09
"155038","GIMAP8","GTPase, IMAP family member 8",2.6281392617733e-09
"5152","PDE9A","phosphodiesterase 9A",2.66257482728349e-09
"8459","TPST2","tyrosylprotein sulfotransferase 2",2.6766192595673e-09
"2224","FDPS","farnesyl diphosphate synthase",2.70613265129782e-09
"205","AK4","adenylate kinase 4",2.72068290119165e-09
"100874190","SAMSN1-AS1","SAMSN1 antisense RNA 1",2.72302258519375e-09
"1955","MEGF9","multiple EGF like domains 9",2.73818767659861e-09
"26118","WSB1","WD repeat and SOCS box containing 1",2.76002554144839e-09
"256356","GK5","glycerol kinase 5 (putative)",2.82141865426411e-09
"89848","FCHSD1","FCH and double SH3 domains 1",2.88214097032835e-09
"374403","TBC1D10C","TBC1 domain family member 10C",2.93624646818813e-09
"6777","STAT5B","signal transducer and activator of transcription 5B",2.99607216813769e-09
"6003","RGS13","regulator of G protein signaling 13",2.99753977195394e-09
"2770","GNAI1","G protein subunit alpha i1",3.01780289646558e-09
"114928","GPRASP2","G protein-coupled receptor associated sorting protein 2",3.04113789706406e-09
"8942","KYNU","kynureninase",3.15099168979316e-09
"22818","COPZ1","coatomer protein complex subunit zeta 1",3.1835134528535e-09
"85464","SSH2","slingshot protein phosphatase 2",3.22240412131691e-09
"6773","STAT2","signal transducer and activator of transcription 2",3.23004045732489e-09
"48","ACO1","aconitase 1",3.24875704116323e-09
"3603","IL16","interleukin 16",3.2666902516354e-09
"56659","KCNK13","potassium two pore domain channel subfamily K member 13",3.31627980632021e-09
"23070","CMTR1","cap methyltransferase 1",3.31934224551134e-09
"5747","PTK2","protein tyrosine kinase 2",3.40441730362073e-09
"83440","ADPGK","ADP dependent glucokinase",3.46168671505609e-09
"5825","ABCD3","ATP binding cassette subfamily D member 3",3.48825368590155e-09
"4155","MBP","myelin basic protein",3.58831753199951e-09
"9189","ZBED1","zinc finger BED-type containing 1",3.65312491368286e-09
"121599","SPIC","Spi-C transcription factor",3.65606367402904e-09
"26585","GREM1","gremlin 1, DAN family BMP antagonist",3.67737507112054e-09
"7163","TPD52","tumor protein D52",3.70760933066094e-09
"6778","STAT6","signal transducer and activator of transcription 6",3.72206077070558e-09
"4794","NFKBIE","NFKB inhibitor epsilon",3.78114428656318e-09
"391","RHOG","ras homolog family member G",3.81353792988648e-09
"113452","TMEM54","transmembrane protein 54",3.84649800899695e-09
"5912","RAP2B","RAP2B, member of RAS oncogene family",3.87033538551407e-09
"5880","RAC2","ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)",3.88288479147292e-09
"6282","S100A11","S100 calcium binding protein A11",3.91386811848804e-09
"23543","RBFOX2","RNA binding protein, fox-1 homolog 2",3.93902421791381e-09
"409","ARRB2","arrestin beta 2",3.98749533392362e-09
"347735","SERINC2","serine incorporator 2",4.0588682415077e-09
"105370683","LINC00677","long intergenic non-protein coding RNA 677",4.06850508838374e-09
"5244","ABCB4","ATP binding cassette subfamily B member 4",4.08072353685895e-09
"11222","MRPL3","mitochondrial ribosomal protein L3",4.0822404345775e-09
"7293","TNFRSF4","TNF receptor superfamily member 4",4.084742877275e-09
"57590","WDFY1","WD repeat and FYVE domain containing 1",4.15650913687671e-09
"3290","HSD11B1","hydroxysteroid 11-beta dehydrogenase 1",4.16247480927723e-09
"90410","IFT20","intraflagellar transport 20",4.17618584158674e-09
"84848","MIR503HG","MIR503 host gene",4.20165902070835e-09
"6310","ATXN1","ataxin 1",4.20189361083345e-09
"4067","LYN","LYN proto-oncogene, Src family tyrosine kinase",4.20696966152434e-09
"26090","ABHD12","abhydrolase domain containing 12",4.22303547686909e-09
"177","AGER","advanced glycosylation end-product specific receptor",4.22849444348117e-09
"393","ARHGAP4","Rho GTPase activating protein 4",4.26066704140027e-09
"266747","RGL4","ral guanine nucleotide dissociation stimulator like 4",4.28059721002683e-09
"1994","ELAVL1","ELAV like RNA binding protein 1",4.29015156733215e-09
"80221","ACSF2","acyl-CoA synthetase family member 2",4.30287971919796e-09
"8802","SUCLG1","succinate-CoA ligase alpha subunit",4.32830660201944e-09
"3140","MR1","major histocompatibility complex, class I-related",4.38340630459777e-09
"55207","ARL8B","ADP ribosylation factor like GTPase 8B",4.39958602882484e-09
"22900","CARD8","caspase recruitment domain family member 8",4.41762559866277e-09
"64747","MFSD1","major facilitator superfamily domain containing 1",4.42140257739254e-09
"5027","P2RX7","purinergic receptor P2X 7",4.42994363414329e-09
"5805","PTS","6-pyruvoyltetrahydropterin synthase",4.45073844446142e-09
"375061","FAM89A","family with sequence similarity 89 member A",4.45709369412128e-09
"9368","SLC9A3R1","SLC9A3 regulator 1",4.50400372553617e-09
"1379","CR1L","complement C3b/C4b receptor 1 like",4.54369553093414e-09
"26292","MYCBP","MYC binding protein",4.54716420072998e-09
"23636","NUP62","nucleoporin 62",4.55216331296526e-09
"192670","AGO4","argonaute 4, RISC catalytic component",4.6031831679727e-09
"9754","STARD8","StAR related lipid transfer domain containing 8",4.61871196844044e-09
"54923","LIME1","Lck interacting transmembrane adaptor 1",4.62090476993637e-09
"53346","TM6SF1","transmembrane 6 superfamily member 1",4.663592401144e-09
"6948","TCN2","transcobalamin 2",4.74054040466854e-09
"79780","CCDC82","coiled-coil domain containing 82",4.81695106024915e-09
"3092","HIP1","huntingtin interacting protein 1",4.89271578807404e-09
"1739","DLG1","discs large MAGUK scaffold protein 1",5.09868247622336e-09
"5464","PPA1","pyrophosphatase (inorganic) 1",5.11078801501696e-09
"115992","RNF166","ring finger protein 166",5.15133535827772e-09
"6819","SULT1C2","sulfotransferase family 1C member 2",5.27295362928726e-09
"1820","ARID3A","AT-rich interaction domain 3A",5.38068078981269e-09
"9990","SLC12A6","solute carrier family 12 member 6",5.42524214441897e-09
"220213","OTUD1","OTU deubiquitinase 1",5.49745027278448e-09
"6780","STAU1","staufen double-stranded RNA binding protein 1",5.51687084904273e-09
"54103","GSAP","gamma-secretase activating protein",5.62749624677394e-09
"6876","TAGLN","transgelin",5.65968649723914e-09
"10148","EBI3","Epstein-Barr virus induced 3",5.66104385590904e-09
"154881","KCTD7","potassium channel tetramerization domain containing 7",5.67313662713786e-09
"64333","ARHGAP9","Rho GTPase activating protein 9",5.68237024101137e-09
"5025","P2RX4","purinergic receptor P2X 4",5.73068392739629e-09
"8760","CDS2","CDP-diacylglycerol synthase 2",5.7420144194964e-09
"427","ASAH1","N-acylsphingosine amidohydrolase 1",5.80955095141888e-09
"145389","SLC38A6","solute carrier family 38 member 6",5.8230051891428e-09
"4644","MYO5A","myosin VA",5.84542092507689e-09
"4033","LRMP","lymphoid restricted membrane protein",5.86073733988002e-09
"200894","ARL13B","ADP ribosylation factor like GTPase 13B",5.88642068422018e-09
"54557","SGTB","small glutamine rich tetratricopeptide repeat containing beta",5.98129945572623e-09
"3718","JAK3","Janus kinase 3",6.018123333007e-09
"716","C1S","complement C1s",6.07092887072724e-09
"1512","CTSH","cathepsin H",6.09054484623783e-09
"106614088","MIR34AHG","MIR34A host gene",6.21130813449611e-09
"25925","ZNF521","zinc finger protein 521",6.21142315360146e-09
"2760","GM2A","GM2 ganglioside activator",6.23767859586621e-09
"27292","DIMT1","DIM1 dimethyladenosine transferase 1 homolog",6.24281037975294e-09
"10768","AHCYL1","adenosylhomocysteinase like 1",6.26452700824842e-09
"80853","KDM7A","lysine demethylase 7A",6.27322038759814e-09
"11064","CNTRL","centriolin",6.56280230160178e-09
"434","ASIP","agouti signaling protein",6.63004418033353e-09
"55974","SLC50A1","solute carrier family 50 member 1",6.68317190477552e-09
"9444","QKI","QKI, KH domain containing RNA binding",6.82293799236788e-09
"23008","KLHDC10","kelch domain containing 10",6.9332526386745e-09
"5525","PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha",6.95918389581607e-09
"57600","FNIP2","folliculin interacting protein 2",7.03486624509253e-09
"79026","AHNAK","AHNAK nucleoprotein",7.1460759532016e-09
"80301","PLEKHO2","pleckstrin homology domain containing O2",7.18930004417473e-09
"23329","TBC1D30","TBC1 domain family member 30",7.18994552784125e-09
"8540","AGPS","alkylglycerone phosphate synthase",7.22701587463348e-09
"22990","PCNX1","pecanex homolog 1",7.24407911434355e-09
"8310","ACOX3","acyl-CoA oxidase 3, pristanoyl",7.28026261498371e-09
"58191","CXCL16","C-X-C motif chemokine ligand 16",7.29724747294824e-09
"57224","NHSL1","NHS like 1",7.37389860283599e-09
"989","SEPT7","septin 7",7.40051775416362e-09
"10154","PLXNC1","plexin C1",7.44626249549185e-09
"5887","RAD23B","RAD23 homolog B, nucleotide excision repair protein",7.44815009667832e-09
"7786","MAP3K12","mitogen-activated protein kinase kinase kinase 12",7.45464046048028e-09
"54796","BNC2","basonuclin 2",7.46754436065089e-09
"9093","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3",7.48216455459527e-09
"10746","MAP3K2","mitogen-activated protein kinase kinase kinase 2",7.48254425086969e-09
"5634","PRPS2","phosphoribosyl pyrophosphate synthetase 2",7.52399897940847e-09
"193629","LINC00189","long intergenic non-protein coding RNA 189",7.63111385193582e-09
"1509","CTSD","cathepsin D",7.64803143038506e-09
"10809","STARD10","StAR related lipid transfer domain containing 10",7.65588670237349e-09
"7448","VTN","vitronectin",7.66072361102488e-09
"80342","TRAF3IP3","TRAF3 interacting protein 3",7.70090624602204e-09
"23162","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3",7.73429631450995e-09
"10000","AKT3","AKT serine/threonine kinase 3",7.85607245923359e-09
"340706","VWA2","von Willebrand factor A domain containing 2",7.9293903665345e-09
"10479","SLC9A6","solute carrier family 9 member A6",7.9561028876185e-09
"909","CD1A","CD1a molecule",8.0663041801543e-09
"51762","RAB8B","RAB8B, member RAS oncogene family",8.17531242702785e-09
"84687","PPP1R9B","protein phosphatase 1 regulatory subunit 9B",8.18138246039268e-09
"10367","MICU1","mitochondrial calcium uptake 1",8.25351165190114e-09
"2889","RAPGEF1","Rap guanine nucleotide exchange factor 1",8.27830359817483e-09
"55357","TBC1D2","TBC1 domain family member 2",8.30589752531807e-09
"8764","TNFRSF14","TNF receptor superfamily member 14",8.30932145312602e-09
"27102","EIF2AK1","eukaryotic translation initiation factor 2 alpha kinase 1",8.416217056606e-09
"6789","STK4","serine/threonine kinase 4",8.42329617167792e-09
"11171","STRAP","serine/threonine kinase receptor associated protein",8.42762304387179e-09
"152273","FGD5","FYVE, RhoGEF and PH domain containing 5",8.51490522535414e-09
"54961","SSH3","slingshot protein phosphatase 3",8.51610293395311e-09
"10987","COPS5","COP9 signalosome subunit 5",8.54659942817193e-09
"23179","RGL1","ral guanine nucleotide dissociation stimulator like 1",8.56411030980553e-09
"94","ACVRL1","activin A receptor like type 1",8.72833449960808e-09
"10577","NPC2","NPC intracellular cholesterol transporter 2",8.79675587928119e-09
"84824","FCRLA","Fc receptor like A",8.87396900406401e-09
"349149","GJC3","gap junction protein gamma 3",8.8864525737975e-09
"50615","IL21R","interleukin 21 receptor",8.95926144384163e-09
"2675","GFRA2","GDNF family receptor alpha 2",8.97784668829615e-09
"55281","TMEM140","transmembrane protein 140",9.0181950795909e-09
"2633","GBP1","guanylate binding protein 1",9.24513565703222e-09
"23635","SSBP2","single stranded DNA binding protein 2",9.28376864273162e-09
"79876","UBA5","ubiquitin like modifier activating enzyme 5",9.39574618108452e-09
"100188949","LINC00426","long intergenic non-protein coding RNA 426",9.40297728568851e-09
"219623","TMEM26","transmembrane protein 26",9.56580148425701e-09
"7919","DDX39B","DExD-box helicase 39B",9.59927870525235e-09
"91949","COG7","component of oligomeric golgi complex 7",9.64109703183169e-09
"642402","GOLGA6L5P","golgin A6 family-like 5, pseudogene",9.68042379589917e-09
"64426","SUDS3","SDS3 homolog, SIN3A corepressor complex component",9.69236502168513e-09
"90799","CEP95","centrosomal protein 95",9.71612590383586e-09
"987","LRBA","LPS responsive beige-like anchor protein",9.72970060075795e-09
"285758","LINC01268","long intergenic non-protein coding RNA 1268",9.73710956309048e-09
"2876","GPX1","glutathione peroxidase 1",9.82075543110028e-09
"5833","PCYT2","phosphate cytidylyltransferase 2, ethanolamine",9.83459713665980e-09
"3652","IPP","intracisternal A particle-promoted polypeptide",9.86397419300289e-09
"4283","CXCL9","C-X-C motif chemokine ligand 9",9.90929449606881e-09
"5898","RALA","RAS like proto-oncogene A",9.93903159773879e-09
"10678","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",9.94918147867452e-09
"64858","DCLRE1B","DNA cross-link repair 1B",1.01257802143095e-08
"2651","GCNT2","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",1.02500380405601e-08
"116841","SNAP47","synaptosome associated protein 47",1.02948178870577e-08
"3569","IL6","interleukin 6",1.03040034282742e-08
"64744","SMAP2","small ArfGAP2",1.03160836539828e-08
"201134","CEP112","centrosomal protein 112",1.03583720489908e-08
